Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
MSigDB_Hallmark_2020,Interferon Alpha Response,0.0010352777631938447,0.005176388815969223,0,0,60.04117647058823,412.6681404857271,OAS1;RSAD2
