Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
MSigDB_Hallmark_2020,Pperoxisome,0.0001121243315001827,0.002803108287504568,0,0,19.539473684210527,177.72914166513868,TOP2A;ACSL1;IDH2;PABPC1
