Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
MSigDB_Hallmark_2020,Epithelial Mesenchymal Transition,0.0004212824229490127,0.0037915418065411145,0,0,26.566099476439792,206.4772272579264,COL16A1;ELN;MATN3
