group,names,scores,logfoldchanges,pvals,pvals_adj
0,IGHV2-26,-1.4748831,12.793869,0.140243982281547,0.3137449268043557
0,CST2,-1.8460195,9.840644,0.06488936557760289,0.1569271235250372
0,RP1-60O19.1,-1.8916347,7.46061,0.058539671555524746,0.14295402089261233
0,IGHGP,-2.3413744,6.8959904,0.01921288430521323,0.05022976288944635
0,CCL26,-2.0769458,6.6833644,0.03780655444632542,0.09523061573381718
0,DGCR6,-2.1597183,6.60148,0.03079449060798489,0.07865770270238796
0,MCEMP1,-1.7572286,6.6010904,0.07887884771163038,0.18780678026578662
0,KLK11,-2.188243,6.2674327,0.028651917689002666,0.07337238844815024
0,TUBA3D,-2.0057867,6.1904006,0.044879020379398664,0.1119177565571039
0,APOC2,-1.7184271,5.798956,0.08571875351402684,0.2026448073617656
0,CTB-92J24.3,-1.6532733,5.5756497,0.0982752342677071,0.2277525707246978
0,HAS1,-1.7546393,5.2504044,0.07932103789632887,0.18841101638082866
0,CH17-262H11.1,-1.6651298,5.2462664,0.0958868696279721,0.2235125166153196
0,PLA2G2D,-1.760502,5.224852,0.07832273955076903,0.1867049810507009
0,PCOLCE2,-2.0014286,5.0856237,0.04534621683005639,0.11294200953936835
0,FCER1A,-1.6488671,5.055286,0.09917486857832675,0.22957145504242302
0,PI16,-0.96070933,4.9465427,0.3366983475175953,0.6878413636723091
0,LBP,-1.8170946,4.888662,0.06920263558977598,0.16675333877054452
0,S1PR5,-1.793476,4.853567,0.0728968415696735,0.17460321334053536
0,IGLV4-69,-1.958344,4.8295813,0.05018966941380041,0.12407829274116293
0,IGKV2-30,-1.8100027,4.819887,0.07029536655828744,0.16918259099467495
0,PAX5,-1.4814465,4.713976,0.13848762685918203,0.31016265813926547
0,CST4,-1.6804208,4.6844425,0.09287548253150786,0.21776197545488363
0,CD1E,-1.6455408,4.4454722,0.0998583409117896,0.230619724969491
0,COCH,-2.0313358,4.328425,0.042220943531627295,0.10568446440958021
0,IGKV1D-16,-1.5521288,4.192412,0.12063139896745854,0.27510011167037296
0,IGHV4-31,-1.6049159,4.15271,0.1085123177676569,0.24945360406357905
0,ESM1,-1.5466416,4.1513343,0.12194970740016403,0.2771584259094637
0,FCRL1,-1.3909762,4.0258036,0.16423264816159677,0.3609677620590867
0,ACKR4,-1.7159113,4.0191875,0.0861782750840536,0.2034906141299967
0,ADAMTS14,-1.6889517,4.011285,0.09122867225526332,0.21440346005937327
0,TRGV2,-0.71174186,3.9908164,0.4766246286715009,0.9272852697889122
0,IGHV4-61,-1.6732123,3.9139748,0.09428551571352732,0.22080917028929115
0,NPTX2,-1.5482428,3.886958,0.12156385057364426,0.27659579197643747
0,IGKV1D-13,-1.4676262,3.7695012,0.14220577547148522,0.31777826921002283
0,MTRNR2L10,-1.9220473,3.754821,0.054599817026905695,0.1341518845869919
0,SCGB2B2,-1.6162456,3.7407622,0.1060412262202121,0.2440534550522718
0,IL17B,-1.5179707,3.714051,0.12902178927355867,0.2912521781345305
0,CH17-224D4.1,-1.5621221,3.6639493,0.11825923612901745,0.26999825600232297
0,CSF3,-1.493316,3.663522,0.135354480237898,0.3041673713211191
0,ACY3,-1.6039286,3.6153696,0.10872981103645685,0.249666615468328
0,IGHV1-69,-1.8362484,3.6067412,0.0663209317465251,0.1601954873104471
0,CGA,-1.8004365,3.6032045,0.07179173528760653,0.17236911233518976
0,IGKV1D-8,-1.5452973,3.589017,0.12227436260273587,0.27758084586319154
0,IGLV5-45,-1.4658393,3.5878742,0.14269206975957777,0.3185090842847718
0,CCL22,-1.7790748,3.5856571,0.07522751000314179,0.17975510156067334
0,SCT,-1.4471731,3.5703852,0.1478484516998585,0.3290994240130634
0,CTC-425F1.4,-1.7077892,3.5258064,0.08767547080283347,0.2067817707613997
0,IGHV3-64,-1.4348177,3.4181304,0.15133904718856597,0.33630899375236883
0,CA4,-1.4227408,3.3976047,0.15481128993262688,0.3432622836643612
0,TCN1,-1.6629076,3.382332,0.0963309226483444,0.2240254015077777
0,HIST1H2BB,-1.2389393,3.366593,0.21536799743234047,0.4621630846187564
0,KCNJ15,-1.4557291,3.3512177,0.1454675311365498,0.324342321374693
0,FGA,-1.580386,3.3319793,0.11401849931244715,0.2612107658933497
0,SLAMF9,-1.5503156,3.3180525,0.12106578528032232,0.2757762762649711
0,AC233755.2,-1.4468812,3.3149729,0.147930191093872,0.3290994240130634
0,HIST1H3C,-1.3945302,3.2473588,0.16315757549410026,0.3601712483313471
0,LILRA4,-1.391034,3.2340455,0.1642151118552676,0.3609677620590867
0,IGHV3-49,-1.3702615,3.233651,0.1706052745746245,0.37413437406715894
0,IGHV1-24,-1.3491746,3.2065816,0.17728090014775832,0.3874992352956466
0,RP6-159A1.4,-1.2459874,3.0765107,0.2127690266976826,0.45756779934985503
0,IGKV2-29,-1.28759,3.050353,0.19788873007160634,0.4283305845705765
0,IGKV3-7,-1.3390013,3.0261898,0.18057025618221123,0.3938282577583669
0,CH17-212P11.4,-1.3582935,3.0120046,0.1743705485247331,0.3819727240410364
0,MMP1,-1.8960342,3.0083697,0.05795551819026445,0.14170053347252923
0,MTRNR2L6,-1.5767328,2.9950264,0.11485701678773966,0.2628307020314409
0,MAMDC4,-1.5286211,2.993027,0.12635839619636563,0.2862024828909754
0,SLX1A,-1.6606716,2.9860058,0.09677941786798856,0.2248070101463149
0,RP11-121P12.1,-1.1488659,2.976035,0.25061124239391863,0.5298334934332318
0,PGM5-AS1.1,-1.3139316,2.9737294,0.18886923410948198,0.4105852915423521
0,APLN,-1.3390013,2.9215524,0.18057025618221123,0.3938282577583669
0,HIST1H3G,-1.3719786,2.8896923,0.17007008344382668,0.3733701063530772
0,TPSB2,-1.4904597,2.8599627,0.1361033994031328,0.30550706936730143
0,IGHV1-69-2,-1.3956419,2.8279843,0.16282236716417253,0.35982843572192824
0,PMEL,-1.3909508,2.8204484,0.16424033173688446,0.3609677620590867
0,TPSAB1,-1.3106045,2.7616475,0.18999142137943814,0.4125763765025801
0,KIR2DL3,-1.0848864,2.718986,0.27797198390484135,0.5833619809125736
0,SERPINA6,-1.2122731,2.714629,0.22540785313702183,0.4811266875923625
0,IGHV3-43,-1.3206933,2.702436,0.18660366190899624,0.406455484709973
0,CEMIP,-1.2433485,2.6972632,0.2137394511752786,0.45916101219179073
0,HULC,-1.182499,2.6538517,0.237007749113193,0.5048088373017956
0,AC006262.5,-1.21914,2.64909,0.22279105239772856,0.47663643376832054
0,IGHV3-20,-1.164637,2.568679,0.24416595104161354,0.517849312919647
0,FFAR3,-1.0517378,2.5318604,0.2929198490053322,0.6089809750630607
0,FGB,-1.2569221,2.4692106,0.20878183035022047,0.44996084127202685
0,FAM71D,-1.2916223,2.4392202,0.19648799953015794,0.42575947893858707
0,PROL1,-1.1315094,2.4344277,0.2578407624463738,0.5439678532623919
0,RETN,-1.0623958,2.4189732,0.28805603317788,0.60011673578725
0,KCNJ2-AS1,-1.1076118,2.3993275,0.26802953310531286,0.5642727012743429
0,CXCL5,-1.3527278,2.3788981,0.17614262208313924,0.3854324334423178
0,IGLV1-36,-1.0423893,2.3675346,0.29723124893024977,0.6173026976744543
0,AFP,-1.0370287,2.3274376,0.2997225124530767,0.6199017837705826
0,TRGV7,-0.8270609,2.322375,0.4082025713633133,0.8123434255986335
0,PRPH,-1.0668907,2.3062527,0.2860211878598863,0.5964988276535689
0,IGHV4-4,-0.98289603,2.291799,0.3256586163599101,0.6693907838847073
0,CCL7,-1.0734429,2.2902324,0.2830724257507612,0.5922017275120527
0,HPD,-1.1684923,2.2782068,0.2426082396071617,0.5156391915136275
0,MTRNR2L3,-1.21914,2.2778254,0.22279105239772856,0.47663643376832054
0,DES,-1.0379571,2.2551904,0.29929006841707606,0.619648174776555
0,IGLV1-41,-1.0086871,2.2540512,0.3131246912777489,0.6456179201603071
0,AC233755.1,-1.0391392,2.240263,0.2987400258452588,0.6191503126326608
0,IGKV2-24,-1.0182934,2.2393906,0.3085385592338342,0.6368184917107002
0,SSUH2,-1.0700573,2.1666365,0.284593535073574,0.5947618287848987
0,AKR1B15,-0.9666745,2.118346,0.3337067616658693,0.6838253312825191
0,ADGRG3,-0.97259045,2.1129723,0.3307568983987935,0.6784756890231662
0,HOXD4,-0.96396327,2.1035142,0.33506433569200444,0.6859044742927419
0,SPRR1B,-1.1727654,2.0971594,0.24088991016986483,0.5125317237656699
0,AL928768.3,-0.9621717,2.0736768,0.3359633609632561,0.6870416379616688
0,LL21NC02-21A1.1,-0.97730446,2.0424886,0.328418439670046,0.674370512669499
0,FAM183A,-0.89609724,2.0350475,0.3702008334787855,0.7448708923114397
0,CYP4F8,-0.90199804,2.01501,0.36705790339200794,0.7402911165777271
0,MPZ,-1.0309578,2.0027914,0.3025606049493095,0.6251252168374163
0,MMP13,-0.90565294,1.9858005,0.3651195667463021,0.7391084347091136
0,SCG2,-0.9261918,1.9694536,0.35434631422986584,0.7194849019895754
0,RP11-725P16.2,-0.90400666,1.9667044,0.3659918821934075,0.7393775397846616
0,SBSN,-0.90672135,1.9603972,0.364554158903137,0.7387115681927802
0,MADCAM1,-0.92636275,1.9519401,0.3542574828771696,0.7194849019895754
0,CST1,-0.9414472,1.9518336,0.3464757397394278,0.7063725580824216
0,TAT,-0.8918476,1.9496905,0.37247463437014916,0.7486927324023098
0,CCL11,-0.90176,1.9392996,0.36718439382255263,0.7402911165777271
0,CTB-61M7.2,-0.8906724,1.9374851,0.3731049414094608,0.7492067096575519
0,IL13RA2,-0.879574,1.93278,0.3790901153498243,0.7604616155462874
0,PSORS1C2,-0.90400666,1.8629152,0.3659918821934075,0.7393775397846616
0,WIF1,-0.85266614,1.8612808,0.39384448253049376,0.7876889650609875
0,GSTA1,-0.8418016,1.8380616,0.3998990299574974,0.7974058423878313
0,CHIT1,-0.848607,1.8377043,0.39610002191464166,0.7906188062168497
0,IGLV3-16,-0.8650851,1.837537,0.3869920684623124,0.7755352073393034
0,IGHV3-71,-0.8354776,1.8294237,0.40344886831565097,0.8036830046128506
0,MTRNR2L11,-0.9144911,1.7991652,0.36045883694710634,0.7311538274789176
0,IGHV3OR16-13,-0.79070556,1.7858934,0.4291158455847657,0.8488126697642049
0,HIST1H3F,-0.793174,1.7294489,0.42767642113293325,0.8468840022434322
0,EPYC,-0.78775036,1.7167388,0.4308427254141397,0.8506272959805325
0,AC093642.3,-0.7900489,1.7136003,0.42949921090068766,0.8488126697642049
0,NOX5,-0.7356931,1.7020848,0.4619174965552426,0.9057205814808679
0,CTD-3185P2.1,-0.7951811,1.6863075,0.4265081673415838,0.8454076656919403
0,VSTM2A,-0.7630762,1.6711631,0.44541795007370066,0.8760108454813891
0,CD177,-0.7268543,1.667701,0.4673151897698905,0.9138404984122974
0,IGKV1D-12,-0.705831,1.6590899,0.4802932365004403,0.9326082262144472
0,CTD-2313J17.6,-0.7630199,1.6557311,0.4454515149272863,0.8760108454813891
0,UGT2B11,-0.7250765,1.6447337,0.46840510288851667,0.9138404984122974
0,MT1H,-0.7581235,1.6289654,0.44837705447651255,0.8808979459263507
0,AC005355.2,-0.69250256,1.6216775,0.4886217654430862,0.9432852614731394
0,TRGV4,-0.54478127,1.606068,0.5859039751101094,0.9998016979469584
0,IGHV2-5,-0.72602516,1.5979098,0.46782333255983255,0.9138404984122974
0,IGHV4-28,-0.72443265,1.582009,0.4688001756855086,0.9138404984122974
0,KIR2DL1,-0.6799234,1.573793,0.496552942707681,0.9558285711408683
0,OLFM4,-0.70358974,1.5677274,0.48168829872325336,0.9344098908307534
0,PGAM2,-0.69841033,1.557317,0.4849205998103917,0.9379508700394423
0,ODAM,-0.7171619,1.551254,0.47327422223680893,0.9216635291856066
0,KIR3DL1,-0.6643758,1.5452853,0.506449820763671,0.9683552978272867
0,MMP12,-0.7006371,1.5399976,0.4835295101079127,0.9370726940075826
0,IGKV1D-17,-0.6586378,1.5376607,0.5101283621621037,0.971958702311783
0,UBE2QL1,-0.67620873,1.5346651,0.49890811292990245,0.9575971457387763
0,CTB-50L17.16,-0.72571516,1.5336055,0.4680134165077132,0.9138404984122974
0,IGLC7,-0.66782475,1.5328116,0.5042454834084478,0.9658322585572641
0,CD207,-0.66310257,1.5274671,0.5072648698684863,0.968987334992333
0,RP11-557H15.3,-0.6601583,1.5061101,0.5091522831254345,0.9716646624531192
0,KIR3DL2,-0.48830622,1.5059067,0.6253329552935802,0.9998016979469584
0,STMN2,-0.65449727,1.4977418,0.5127914897219121,0.975816345807635
0,SPRR3,-0.7275489,1.4975781,0.46688978024484684,0.9138404984122974
0,IGHV3-13,-0.6477667,1.4831175,0.517135850074192,0.9831480039433308
0,PRG4,-0.6334362,1.4816991,0.5264488223881294,0.9989541221786136
0,IGKV2D-28,-0.6671954,1.48005,0.5046473550961704,0.9658322585572641
0,IGKV1-33,-0.6219202,1.4765896,0.5339943062552708,0.9998016979469584
0,COL22A1,-0.62981844,1.475612,0.5288133810736868,0.9998016979469584
0,IGHV2-70.1,-0.67652285,1.4631689,0.4987087375125975,0.9575971457387763
0,FOLR3,-0.67373,1.4506488,0.5004829941065194,0.9596989340489347
0,CCL17,-0.69861907,1.4485468,0.48479013468281673,0.9379508700394423
0,KERA,-0.6189595,1.4366558,0.5359430402423047,0.9998016979469584
0,TPH1,-0.6418678,1.4364961,0.5209590043000025,0.9894757916429299
0,APOA1,-0.6584044,1.433282,0.5102783187136861,0.971958702311783
0,IL22RA2,-0.58391184,1.4192011,0.5592796258275733,0.9998016979469584
0,ORM1,-0.6026711,1.411446,0.5467275167094596,0.9998016979469584
0,GRM8,-0.59205645,1.3922471,0.5538127999876681,0.9998016979469584
0,PMCH,-0.5515058,1.3755723,0.5812869857343206,0.9998016979469584
0,RP11-356C4.3,-1.0397604,1.3718725,0.2984512361957864,0.6191503126326608
0,INSL4,-0.6271037,1.3712376,0.5305912599569196,0.9998016979469584
0,IGLV2-5,-0.5565206,1.3659475,0.5778550144131374,0.9998016979469584
0,IGHV3-72,-0.576015,1.3626839,0.564605034753954,0.9998016979469584
0,RP11-404O13.1,-0.5700943,1.3500463,0.5686137575958099,0.9998016979469584
0,PENK,-0.5705813,1.3406484,0.5682835059202287,0.9998016979469584
0,CSN3,-0.5920539,1.3179635,0.553814483634365,0.9998016979469584
0,RP11-244H3.4,-0.6252632,1.3031672,0.5317983337204507,0.9998016979469584
0,IGLV9-49,-0.5801115,1.2903696,0.561839439988272,0.9998016979469584
