cell_id,0
27265,Cytotoxic CD8 (mislabeled)
27279,Unclear
27286,True NK
27288,Unclear
27290,NKT
27295,True NK
27301,True NK
27327,Unclear
27338,True NK
27340,True NK
27348,True NK
25812,NKT
26879,Cytotoxic CD8 (mislabeled)
25665,Unclear
26085,Cytotoxic CD8 (mislabeled)
26295,Cytotoxic CD8 (mislabeled)
26520,Unclear
27136,NKT
27322,NKT
27343,Unclear
25498,True NK
25542,True NK
26661,NKT
25974,Cytotoxic CD8 (mislabeled)
26238,Unclear
26469,True NK
26477,NKT
27372,NKT
28701,Cytotoxic CD8 (mislabeled)
28995,Cytotoxic CD8 (mislabeled)
29261,Cytotoxic CD8 (mislabeled)
29285,Cytotoxic CD8 (mislabeled)
27349,True NK
27352,NKT
27381,True NK
27383,Cytotoxic CD8 (mislabeled)
27384,True NK
27393,Unclear
27399,True NK
27400,Unclear
27403,True NK
27414,True NK
27427,True NK
27428,Unclear
27445,Unclear
27449,NKT
27453,True NK
27454,True NK
27456,True NK
27462,True NK
27469,True NK
27478,Cytotoxic CD8 (mislabeled)
27479,True NK
27481,Cytotoxic CD8 (mislabeled)
27486,Unclear
27492,Unclear
27493,Unclear
27501,Cytotoxic CD8 (mislabeled)
27506,Unclear
27511,True NK
27514,Cytotoxic CD8 (mislabeled)
27516,True NK
27520,Unclear
27523,Unclear
27525,Unclear
27526,Unclear
27528,Cytotoxic CD8 (mislabeled)
27529,NKT
27550,Cytotoxic CD8 (mislabeled)
27553,Unclear
27554,NKT
27557,Cytotoxic CD8 (mislabeled)
27560,Cytotoxic CD8 (mislabeled)
27562,NKT
27566,Unclear
27581,Unclear
27586,True NK
27591,Cytotoxic CD8 (mislabeled)
27592,True NK
27593,Cytotoxic CD8 (mislabeled)
27595,Cytotoxic CD8 (mislabeled)
27596,Unclear
27601,True NK
27602,Unclear
27615,True NK
27616,True NK
27617,Cytotoxic CD8 (mislabeled)
27621,Cytotoxic CD8 (mislabeled)
27623,Unclear
27630,NKT
27650,True NK
27655,True NK
27661,Cytotoxic CD8 (mislabeled)
27665,Cytotoxic CD8 (mislabeled)
27666,NKT
27675,True NK
27677,Cytotoxic CD8 (mislabeled)
27679,Unclear
27682,Unclear
27695,Unclear
27714,Unclear
27722,True NK
27723,Cytotoxic CD8 (mislabeled)
27724,NKT
27729,True NK
27735,Unclear
27741,Cytotoxic CD8 (mislabeled)
27745,Cytotoxic CD8 (mislabeled)
27747,True NK
27751,NKT
27757,NKT
27762,Unclear
27768,True NK
27784,Unclear
27785,True NK
27790,NKT
27800,True NK
27807,NKT
27809,True NK
27871,True NK
27874,Unclear
27894,True NK
27896,Cytotoxic CD8 (mislabeled)
27905,Unclear
27906,Cytotoxic CD8 (mislabeled)
27913,True NK
27916,Unclear
27917,Unclear
27920,True NK
27921,Cytotoxic CD8 (mislabeled)
27927,True NK
27928,True NK
27933,True NK
27938,Cytotoxic CD8 (mislabeled)
27939,NKT
27941,True NK
27945,True NK
27949,NKT
27950,True NK
27963,NKT
27965,NKT
27968,True NK
27978,NKT
27982,Unclear
27989,True NK
28009,Unclear
28020,Unclear
28031,True NK
28047,NKT
28050,NKT
28051,True NK
28057,Cytotoxic CD8 (mislabeled)
28059,NKT
28062,True NK
28067,True NK
28069,Unclear
28071,True NK
28072,True NK
28077,Cytotoxic CD8 (mislabeled)
28080,NKT
28090,True NK
28095,Cytotoxic CD8 (mislabeled)
28099,True NK
28103,NKT
28107,True NK
28110,Unclear
28111,Cytotoxic CD8 (mislabeled)
28125,True NK
28130,True NK
28133,True NK
28138,True NK
28141,True NK
28161,Unclear
28162,Unclear
28171,Cytotoxic CD8 (mislabeled)
28174,True NK
28175,Cytotoxic CD8 (mislabeled)
28176,NKT
28183,NKT
28185,True NK
28198,NKT
28199,Cytotoxic CD8 (mislabeled)
28211,Cytotoxic CD8 (mislabeled)
28215,Unclear
28219,Unclear
28231,Unclear
28240,True NK
28241,True NK
28242,Cytotoxic CD8 (mislabeled)
28243,Cytotoxic CD8 (mislabeled)
28251,True NK
28252,True NK
28254,Cytotoxic CD8 (mislabeled)
28257,Unclear
28258,Unclear
28264,NKT
28267,True NK
28280,True NK
28286,True NK
28293,NKT
28296,True NK
28303,NKT
28311,Unclear
28327,True NK
28329,Cytotoxic CD8 (mislabeled)
28331,NKT
28339,True NK
28344,Unclear
28345,Unclear
28351,True NK
28359,Unclear
28362,Cytotoxic CD8 (mislabeled)
28384,Unclear
28409,True NK
28417,True NK
28419,Cytotoxic CD8 (mislabeled)
28425,NKT
28428,True NK
28430,Unclear
28441,NKT
28442,Unclear
28443,Cytotoxic CD8 (mislabeled)
28448,True NK
28459,Unclear
28460,True NK
28496,True NK
28509,Cytotoxic CD8 (mislabeled)
28513,Cytotoxic CD8 (mislabeled)
28526,Unclear
28527,True NK
28543,NKT
28547,NKT
28551,NKT
28555,True NK
28560,True NK
28565,NKT
28567,NKT
28599,True NK
28609,True NK
28629,Cytotoxic CD8 (mislabeled)
28636,True NK
28644,NKT
28650,NKT
28654,True NK
28655,NKT
28667,NKT
28672,True NK
28673,Unclear
28691,True NK
28696,NKT
28707,Cytotoxic CD8 (mislabeled)
28709,True NK
28722,NKT
28735,True NK
28749,Cytotoxic CD8 (mislabeled)
28757,Unclear
28770,NKT
28779,NKT
28781,NKT
28783,True NK
28784,Unclear
28787,Cytotoxic CD8 (mislabeled)
28788,True NK
28797,NKT
28807,NKT
28812,NKT
28816,Unclear
28819,Unclear
28820,True NK
28824,True NK
28833,NKT
28835,True NK
28842,Cytotoxic CD8 (mislabeled)
28850,Cytotoxic CD8 (mislabeled)
28851,True NK
28853,True NK
28860,NKT
28861,True NK
28864,Unclear
28868,NKT
28869,True NK
28873,True NK
28878,Unclear
28880,NKT
28884,Unclear
28887,Unclear
28889,Cytotoxic CD8 (mislabeled)
28891,True NK
28920,Cytotoxic CD8 (mislabeled)
28928,True NK
28939,True NK
28949,Cytotoxic CD8 (mislabeled)
28962,NKT
28963,NKT
28972,True NK
28975,Unclear
28981,NKT
28985,True NK
28997,True NK
28999,True NK
29005,Cytotoxic CD8 (mislabeled)
29013,NKT
29014,Cytotoxic CD8 (mislabeled)
29016,True NK
29020,NKT
29024,True NK
29030,Unclear
29032,True NK
29033,NKT
29037,Cytotoxic CD8 (mislabeled)
29038,Unclear
29040,Cytotoxic CD8 (mislabeled)
29042,True NK
29047,Cytotoxic CD8 (mislabeled)
29048,True NK
29052,Cytotoxic CD8 (mislabeled)
29062,Unclear
29079,Cytotoxic CD8 (mislabeled)
29080,Cytotoxic CD8 (mislabeled)
29085,Cytotoxic CD8 (mislabeled)
29106,Cytotoxic CD8 (mislabeled)
29107,Unclear
29113,NKT
29121,NKT
29124,Cytotoxic CD8 (mislabeled)
29133,True NK
29135,Cytotoxic CD8 (mislabeled)
29152,True NK
29163,NKT
29183,True NK
29196,True NK
29208,NKT
29209,True NK
29225,Unclear
29230,Cytotoxic CD8 (mislabeled)
29234,True NK
29235,True NK
29236,Unclear
29240,True NK
29250,True NK
29255,NKT
29263,NKT
29274,True NK
29275,Unclear
29277,NKT
29278,Cytotoxic CD8 (mislabeled)
29279,True NK
29308,True NK
29313,NKT
29319,Cytotoxic CD8 (mislabeled)
29330,Cytotoxic CD8 (mislabeled)
29334,Cytotoxic CD8 (mislabeled)
29338,Unclear
29345,True NK
29347,Unclear
29349,NKT
29352,True NK
29353,NKT
29354,NKT
29357,True NK
29359,True NK
29364,NKT
29374,Cytotoxic CD8 (mislabeled)
29393,Cytotoxic CD8 (mislabeled)
29397,NKT
29406,Unclear
29407,NKT
29417,Cytotoxic CD8 (mislabeled)
29420,Unclear
29426,True NK
29429,Unclear
29436,Unclear
29446,NKT
29447,Cytotoxic CD8 (mislabeled)
29450,Unclear
29475,Cytotoxic CD8 (mislabeled)
29480,True NK
29481,Unclear
29485,True NK
29499,Unclear
29502,True NK
29506,True NK
29507,True NK
27370,Cytotoxic CD8 (mislabeled)
29019,True NK
29315,Unclear
28611,True NK
27573,NKT
27743,Unclear
27975,True NK
28004,Cytotoxic CD8 (mislabeled)
28262,NKT
29018,NKT
27648,Cytotoxic CD8 (mislabeled)
27753,Cytotoxic CD8 (mislabeled)
27923,Cytotoxic CD8 (mislabeled)
28274,True NK
28439,Cytotoxic CD8 (mislabeled)
28692,NKT
28918,Cytotoxic CD8 (mislabeled)
29306,NKT
27351,True NK
28146,NKT
28341,True NK
28494,NKT
29529,Unclear
29597,Unclear
30090,Unclear
30411,Unclear
29524,True NK
29531,True NK
29532,True NK
29536,NKT
29538,Unclear
29540,Unclear
29541,True NK
29548,True NK
29553,True NK
29560,Unclear
29567,True NK
29570,True NK
29575,NKT
29593,True NK
29603,Unclear
29606,True NK
29620,True NK
29624,True NK
29632,Cytotoxic CD8 (mislabeled)
29637,Unclear
29639,Cytotoxic CD8 (mislabeled)
29641,True NK
29645,Unclear
29647,True NK
29654,Unclear
29675,Unclear
29683,NKT
29705,Unclear
29708,Unclear
29709,Unclear
29719,True NK
29720,True NK
29727,Unclear
29735,True NK
29744,Unclear
29745,Cytotoxic CD8 (mislabeled)
29750,NKT
29751,NKT
29755,NKT
29764,Unclear
29767,True NK
29768,Cytotoxic CD8 (mislabeled)
29771,Unclear
29772,NKT
29784,Cytotoxic CD8 (mislabeled)
29791,Cytotoxic CD8 (mislabeled)
29792,Unclear
29796,Cytotoxic CD8 (mislabeled)
29798,Cytotoxic CD8 (mislabeled)
29800,Unclear
29801,Unclear
29812,Cytotoxic CD8 (mislabeled)
29816,True NK
29828,Unclear
29829,True NK
29831,True NK
29844,Unclear
29856,Unclear
29864,Cytotoxic CD8 (mislabeled)
29870,True NK
29874,Cytotoxic CD8 (mislabeled)
29890,Unclear
29904,Unclear
29905,Unclear
29912,Unclear
29917,True NK
29918,NKT
29920,Unclear
29923,Unclear
29924,Unclear
29937,Unclear
29938,True NK
29943,Unclear
29972,Cytotoxic CD8 (mislabeled)
29973,Unclear
29989,Cytotoxic CD8 (mislabeled)
29990,Cytotoxic CD8 (mislabeled)
29991,Cytotoxic CD8 (mislabeled)
29992,Cytotoxic CD8 (mislabeled)
29994,True NK
29999,True NK
30001,True NK
30016,True NK
30021,Unclear
30023,Unclear
30031,NKT
30032,NKT
30033,True NK
30053,True NK
30056,Unclear
30058,Cytotoxic CD8 (mislabeled)
30071,Cytotoxic CD8 (mislabeled)
30075,Unclear
30076,True NK
30078,NKT
30079,True NK
30080,Unclear
30085,Unclear
30088,Unclear
30097,Unclear
30104,True NK
30107,True NK
30109,True NK
30110,NKT
30121,True NK
30125,True NK
30132,NKT
30140,Cytotoxic CD8 (mislabeled)
30145,Unclear
30150,True NK
30160,NKT
30173,Cytotoxic CD8 (mislabeled)
30176,NKT
30185,Unclear
30191,Unclear
30202,True NK
30214,True NK
30219,True NK
30229,Unclear
30232,Unclear
30239,Unclear
30243,True NK
30244,Unclear
30249,Unclear
30251,Unclear
30261,Unclear
30266,True NK
30270,Unclear
30272,NKT
30288,True NK
30297,True NK
30320,NKT
30332,True NK
30335,True NK
30340,Unclear
30346,Unclear
30353,NKT
30362,Cytotoxic CD8 (mislabeled)
30365,True NK
30366,NKT
30368,Cytotoxic CD8 (mislabeled)
30382,Cytotoxic CD8 (mislabeled)
30384,Cytotoxic CD8 (mislabeled)
30391,Cytotoxic CD8 (mislabeled)
30397,Cytotoxic CD8 (mislabeled)
30399,NKT
30401,Cytotoxic CD8 (mislabeled)
30412,Cytotoxic CD8 (mislabeled)
30417,True NK
30418,True NK
30435,True NK
30438,True NK
30445,True NK
30449,True NK
30453,Unclear
30468,Unclear
30482,True NK
30488,Cytotoxic CD8 (mislabeled)
30497,True NK
30507,NKT
29580,True NK
29586,True NK
29610,True NK
29739,Cytotoxic CD8 (mislabeled)
29960,True NK
29964,True NK
30084,Cytotoxic CD8 (mislabeled)
30328,True NK
29585,Unclear
29615,NKT
30135,True NK
30047,Cytotoxic CD8 (mislabeled)
30536,True NK
30552,Cytotoxic CD8 (mislabeled)
30562,True NK
30572,Unclear
30581,True NK
30587,Unclear
30627,NKT
30644,True NK
30658,NKT
30667,True NK
30681,True NK
30689,Cytotoxic CD8 (mislabeled)
30706,Cytotoxic CD8 (mislabeled)
30709,Unclear
30732,True NK
30747,True NK
30763,Unclear
30771,True NK
30781,NKT
30806,NKT
30809,True NK
30816,Unclear
30885,True NK
30905,Unclear
30911,NKT
30922,True NK
30986,True NK
30992,Cytotoxic CD8 (mislabeled)
31005,True NK
31018,Cytotoxic CD8 (mislabeled)
31053,NKT
31055,NKT
31056,NKT
31060,NKT
31061,Cytotoxic CD8 (mislabeled)
31088,True NK
31089,Unclear
31115,Unclear
31117,True NK
31172,True NK
31173,NKT
31197,Cytotoxic CD8 (mislabeled)
31198,NKT
31222,True NK
31225,NKT
31232,Cytotoxic CD8 (mislabeled)
31235,True NK
31257,NKT
31336,Unclear
31346,Cytotoxic CD8 (mislabeled)
31353,True NK
31358,True NK
31382,True NK
31390,Unclear
31407,True NK
31410,True NK
31423,True NK
31458,Cytotoxic CD8 (mislabeled)
31489,True NK
31524,Cytotoxic CD8 (mislabeled)
31549,NKT
31615,Cytotoxic CD8 (mislabeled)
31635,Cytotoxic CD8 (mislabeled)
31649,Cytotoxic CD8 (mislabeled)
31655,True NK
31671,True NK
31672,True NK
31690,NKT
31700,True NK
31707,True NK
31746,True NK
31752,Unclear
31757,Unclear
31767,True NK
30862,Cytotoxic CD8 (mislabeled)
31034,Unclear
31085,Unclear
31303,Cytotoxic CD8 (mislabeled)
31440,Cytotoxic CD8 (mislabeled)
31611,NKT
31718,Cytotoxic CD8 (mislabeled)
30532,NKT
31460,Cytotoxic CD8 (mislabeled)
31782,NKT
30564,True NK
30567,Cytotoxic CD8 (mislabeled)
30577,Cytotoxic CD8 (mislabeled)
30594,NKT
30597,Unclear
30698,Cytotoxic CD8 (mislabeled)
30735,Unclear
30770,True NK
30780,True NK
30786,Unclear
30803,True NK
30813,True NK
30826,NKT
30836,NKT
30858,NKT
30903,Cytotoxic CD8 (mislabeled)
30995,True NK
31000,NKT
31083,True NK
31094,NKT
31132,Unclear
31148,True NK
31183,Cytotoxic CD8 (mislabeled)
31215,True NK
31241,NKT
31372,NKT
31388,Cytotoxic CD8 (mislabeled)
31404,True NK
31413,Unclear
31433,NKT
31521,Unclear
31607,Cytotoxic CD8 (mislabeled)
31627,True NK
31711,Unclear
31724,Cytotoxic CD8 (mislabeled)
31727,True NK
31743,NKT
31806,True NK
31279,Cytotoxic CD8 (mislabeled)
31714,NKT
30869,Cytotoxic CD8 (mislabeled)
31742,Cytotoxic CD8 (mislabeled)
34252,Cytotoxic CD8 (mislabeled)
34304,Cytotoxic CD8 (mislabeled)
34328,True NK
34347,True NK
34381,True NK
34423,NKT
34433,Unclear
34471,True NK
34484,NKT
34518,Unclear
34527,True NK
34559,Cytotoxic CD8 (mislabeled)
34572,True NK
34597,Cytotoxic CD8 (mislabeled)
34660,Cytotoxic CD8 (mislabeled)
34716,NKT
34756,True NK
34761,True NK
34804,Cytotoxic CD8 (mislabeled)
34811,Cytotoxic CD8 (mislabeled)
34859,True NK
34911,Cytotoxic CD8 (mislabeled)
34916,True NK
35027,True NK
35046,True NK
35050,NKT
35052,Cytotoxic CD8 (mislabeled)
35055,NKT
35061,True NK
35097,Unclear
35113,Unclear
35114,True NK
35127,True NK
35136,Cytotoxic CD8 (mislabeled)
35151,True NK
35169,True NK
35192,Cytotoxic CD8 (mislabeled)
35222,Unclear
35229,True NK
35232,NKT
35259,Unclear
35262,True NK
35310,NKT
35319,Cytotoxic CD8 (mislabeled)
35331,NKT
35340,NKT
35366,True NK
35408,True NK
35440,True NK
35506,NKT
35507,NKT
35583,True NK
35596,True NK
35627,True NK
35634,True NK
35654,True NK
35659,True NK
35716,True NK
35765,Unclear
35769,True NK
34878,Unclear
35123,Cytotoxic CD8 (mislabeled)
35576,Cytotoxic CD8 (mislabeled)
34868,NKT
35164,Cytotoxic CD8 (mislabeled)
35379,Unclear
35511,Cytotoxic CD8 (mislabeled)
34309,Unclear
34318,Unclear
34334,NKT
34342,NKT
34374,NKT
34409,True NK
34476,Cytotoxic CD8 (mislabeled)
34483,Cytotoxic CD8 (mislabeled)
34513,Unclear
34521,True NK
34526,True NK
34551,Cytotoxic CD8 (mislabeled)
34586,Cytotoxic CD8 (mislabeled)
34591,NKT
34622,NKT
34630,Cytotoxic CD8 (mislabeled)
34682,NKT
34697,NKT
34735,True NK
34762,Cytotoxic CD8 (mislabeled)
34840,NKT
34841,Cytotoxic CD8 (mislabeled)
34845,NKT
34885,Cytotoxic CD8 (mislabeled)
34897,Cytotoxic CD8 (mislabeled)
34898,NKT
34901,NKT
34913,Cytotoxic CD8 (mislabeled)
34940,NKT
34956,Cytotoxic CD8 (mislabeled)
34960,NKT
34990,Cytotoxic CD8 (mislabeled)
35033,Cytotoxic CD8 (mislabeled)
35040,NKT
35054,NKT
35071,Unclear
35078,Cytotoxic CD8 (mislabeled)
35092,True NK
35093,NKT
35094,NKT
35103,Cytotoxic CD8 (mislabeled)
35130,Cytotoxic CD8 (mislabeled)
35213,NKT
35248,NKT
35294,Cytotoxic CD8 (mislabeled)
35298,NKT
35369,Unclear
35387,NKT
35497,True NK
35526,NKT
35597,True NK
35613,Unclear
35625,Cytotoxic CD8 (mislabeled)
35649,True NK
35681,Unclear
35688,True NK
35700,Cytotoxic CD8 (mislabeled)
35711,Cytotoxic CD8 (mislabeled)
35735,Cytotoxic CD8 (mislabeled)
35768,NKT
35772,True NK
35773,NKT
35786,True NK
35808,NKT
35840,Cytotoxic CD8 (mislabeled)
35863,True NK
35888,True NK
35903,Cytotoxic CD8 (mislabeled)
35915,Cytotoxic CD8 (mislabeled)
35949,True NK
35957,True NK
35973,NKT
35999,True NK
36059,Unclear
36069,True NK
36071,True NK
36072,True NK
36075,Unclear
36105,True NK
36116,True NK
36132,Unclear
36150,Unclear
36164,NKT
36179,True NK
36194,NKT
36205,NKT
36249,NKT
36293,Unclear
36334,NKT
36362,True NK
36399,True NK
36424,Cytotoxic CD8 (mislabeled)
36457,Cytotoxic CD8 (mislabeled)
36488,True NK
36573,True NK
36589,True NK
36599,True NK
36602,NKT
36619,True NK
36623,Cytotoxic CD8 (mislabeled)
36634,True NK
36635,Cytotoxic CD8 (mislabeled)
36646,True NK
36678,True NK
36679,Cytotoxic CD8 (mislabeled)
36705,Unclear
36733,NKT
36754,True NK
36765,NKT
36768,True NK
36779,True NK
36790,Unclear
36807,True NK
36824,True NK
36850,NKT
36950,Cytotoxic CD8 (mislabeled)
36989,NKT
37031,Cytotoxic CD8 (mislabeled)
37121,NKT
37123,NKT
37124,True NK
37162,True NK
37202,True NK
37221,True NK
37222,Cytotoxic CD8 (mislabeled)
37230,NKT
37247,True NK
37250,True NK
37288,Cytotoxic CD8 (mislabeled)
37318,True NK
37332,True NK
37340,True NK
37351,True NK
37440,NKT
37471,True NK
37484,Cytotoxic CD8 (mislabeled)
37505,NKT
37511,True NK
37529,True NK
37539,Cytotoxic CD8 (mislabeled)
37542,True NK
37590,NKT
37600,True NK
37612,True NK
37614,True NK
37644,NKT
37661,Unclear
37769,True NK
37773,Cytotoxic CD8 (mislabeled)
37853,NKT
37873,Unclear
37901,True NK
37913,Cytotoxic CD8 (mislabeled)
37932,True NK
37976,True NK
38005,Cytotoxic CD8 (mislabeled)
38029,NKT
38030,Unclear
38037,True NK
38050,True NK
36003,Cytotoxic CD8 (mislabeled)
36240,Unclear
36264,NKT
36582,True NK
37087,Cytotoxic CD8 (mislabeled)
37297,Cytotoxic CD8 (mislabeled)
37801,Unclear
38044,Cytotoxic CD8 (mislabeled)
36343,NKT
37824,True NK
36023,Cytotoxic CD8 (mislabeled)
36085,True NK
36165,NKT
35798,Cytotoxic CD8 (mislabeled)
35814,Cytotoxic CD8 (mislabeled)
35820,NKT
35943,True NK
35979,NKT
35998,Unclear
36025,Cytotoxic CD8 (mislabeled)
36034,Cytotoxic CD8 (mislabeled)
36061,Unclear
36152,Unclear
36173,Unclear
36230,Cytotoxic CD8 (mislabeled)
36275,True NK
36299,NKT
36309,NKT
36333,NKT
36350,NKT
36378,Unclear
36406,Cytotoxic CD8 (mislabeled)
36481,True NK
36499,NKT
36506,True NK
36541,NKT
36595,Unclear
36607,NKT
36652,Cytotoxic CD8 (mislabeled)
36662,Unclear
36720,NKT
36777,NKT
36825,NKT
36873,Cytotoxic CD8 (mislabeled)
36996,Unclear
37039,NKT
37118,Cytotoxic CD8 (mislabeled)
37142,Cytotoxic CD8 (mislabeled)
37153,Cytotoxic CD8 (mislabeled)
37165,True NK
37260,NKT
37271,True NK
37356,Cytotoxic CD8 (mislabeled)
37402,Cytotoxic CD8 (mislabeled)
37408,True NK
37457,Cytotoxic CD8 (mislabeled)
37475,Cytotoxic CD8 (mislabeled)
37487,Cytotoxic CD8 (mislabeled)
37521,Unclear
37567,Cytotoxic CD8 (mislabeled)
37584,NKT
37589,Unclear
37647,NKT
37654,NKT
37670,NKT
37716,NKT
37872,True NK
37909,NKT
37968,True NK
37980,NKT
37982,True NK
38015,Cytotoxic CD8 (mislabeled)
38018,True NK
38043,Cytotoxic CD8 (mislabeled)
37621,True NK
37074,Cytotoxic CD8 (mislabeled)
37503,NKT
38062,True NK
38130,True NK
38131,True NK
38142,Unclear
38172,Cytotoxic CD8 (mislabeled)
38176,NKT
38260,Cytotoxic CD8 (mislabeled)
38262,Unclear
38273,NKT
38300,NKT
38317,True NK
38346,True NK
38348,True NK
38380,Unclear
38385,True NK
38390,Cytotoxic CD8 (mislabeled)
38423,True NK
38431,True NK
38447,Cytotoxic CD8 (mislabeled)
38449,Unclear
38451,True NK
38471,Cytotoxic CD8 (mislabeled)
38513,Cytotoxic CD8 (mislabeled)
38562,True NK
38565,NKT
38584,NKT
38590,Unclear
38636,Unclear
38644,NKT
38669,True NK
38740,True NK
38753,True NK
38756,True NK
38788,True NK
38802,NKT
38817,True NK
38896,True NK
38910,True NK
38952,Unclear
39016,True NK
39075,True NK
39121,True NK
39131,Unclear
39214,NKT
39250,True NK
39299,True NK
39303,Unclear
39308,True NK
39311,True NK
39314,True NK
39315,Unclear
39325,Unclear
39470,NKT
39479,True NK
39554,Cytotoxic CD8 (mislabeled)
39565,Unclear
39566,True NK
39580,Cytotoxic CD8 (mislabeled)
39584,NKT
39603,Unclear
39611,Cytotoxic CD8 (mislabeled)
39613,NKT
39619,True NK
39641,True NK
39653,NKT
39677,True NK
39726,NKT
39729,True NK
39736,True NK
39744,True NK
39756,Cytotoxic CD8 (mislabeled)
39783,NKT
39790,Cytotoxic CD8 (mislabeled)
39805,Unclear
39828,NKT
39831,True NK
39836,True NK
39839,True NK
39848,True NK
39861,True NK
39916,Unclear
39921,Cytotoxic CD8 (mislabeled)
39958,NKT
39973,True NK
39994,True NK
40013,True NK
38188,True NK
38303,Cytotoxic CD8 (mislabeled)
38721,True NK
38945,Cytotoxic CD8 (mislabeled)
39317,True NK
39334,Unclear
39562,Unclear
39589,Cytotoxic CD8 (mislabeled)
39702,NKT
39829,Unclear
38057,True NK
38121,True NK
38128,True NK
38132,Unclear
38181,NKT
38212,Cytotoxic CD8 (mislabeled)
38236,NKT
38275,NKT
38278,NKT
38308,True NK
38367,Unclear
38406,Unclear
38428,NKT
38434,NKT
38463,Cytotoxic CD8 (mislabeled)
38501,NKT
38530,Cytotoxic CD8 (mislabeled)
38567,NKT
38606,NKT
38610,Cytotoxic CD8 (mislabeled)
38690,Unclear
38763,Unclear
38818,Unclear
38842,Unclear
38869,NKT
38895,NKT
38897,True NK
38949,True NK
38962,NKT
38965,NKT
38990,Unclear
39054,Unclear
39064,True NK
39285,Unclear
39319,NKT
39320,True NK
39354,True NK
39372,Cytotoxic CD8 (mislabeled)
39473,True NK
39511,Cytotoxic CD8 (mislabeled)
39544,NKT
39576,NKT
39577,True NK
39583,Cytotoxic CD8 (mislabeled)
39587,Unclear
39647,NKT
39649,Cytotoxic CD8 (mislabeled)
39703,NKT
39750,True NK
39766,NKT
39767,Cytotoxic CD8 (mislabeled)
39792,Cytotoxic CD8 (mislabeled)
39824,NKT
39844,NKT
39971,NKT
39795,True NK
40022,NKT
40027,NKT
40034,NKT
40049,True NK
40050,True NK
40054,True NK
40071,True NK
40079,Unclear
40086,Cytotoxic CD8 (mislabeled)
40093,True NK
40099,Cytotoxic CD8 (mislabeled)
40105,True NK
40157,True NK
40299,Unclear
40312,True NK
40368,Cytotoxic CD8 (mislabeled)
40380,True NK
40433,True NK
40454,True NK
40473,True NK
40479,NKT
40510,Unclear
40526,NKT
40530,True NK
40538,True NK
40555,True NK
40562,True NK
40580,True NK
40585,Cytotoxic CD8 (mislabeled)
40614,True NK
40626,Cytotoxic CD8 (mislabeled)
40643,Unclear
40648,NKT
40665,True NK
40693,NKT
40710,Unclear
40743,Cytotoxic CD8 (mislabeled)
40744,True NK
40747,True NK
40786,Cytotoxic CD8 (mislabeled)
40787,True NK
40846,Cytotoxic CD8 (mislabeled)
40848,Unclear
40896,True NK
40926,NKT
40931,True NK
40942,Cytotoxic CD8 (mislabeled)
40961,True NK
40970,Unclear
40983,Cytotoxic CD8 (mislabeled)
40988,Cytotoxic CD8 (mislabeled)
41004,True NK
41008,True NK
41066,NKT
41072,Unclear
41105,Unclear
41112,True NK
41157,True NK
41158,True NK
41171,True NK
41200,NKT
41215,Unclear
41262,True NK
41268,True NK
41274,Cytotoxic CD8 (mislabeled)
41302,NKT
41304,Unclear
41354,True NK
41376,True NK
41379,Cytotoxic CD8 (mislabeled)
41391,True NK
41412,NKT
41460,Unclear
41477,True NK
41490,Cytotoxic CD8 (mislabeled)
41513,Unclear
41522,True NK
41531,Unclear
41541,Unclear
41582,NKT
41587,Unclear
41598,NKT
41600,Unclear
41648,Cytotoxic CD8 (mislabeled)
41657,Unclear
41658,Unclear
41685,Unclear
41720,True NK
40325,Cytotoxic CD8 (mislabeled)
40523,Cytotoxic CD8 (mislabeled)
40550,Unclear
41432,Unclear
41443,Unclear
41508,True NK
40622,True NK
40873,Cytotoxic CD8 (mislabeled)
40080,NKT
40082,True NK
40087,True NK
40136,Cytotoxic CD8 (mislabeled)
40284,Cytotoxic CD8 (mislabeled)
40387,Cytotoxic CD8 (mislabeled)
40452,True NK
40493,Unclear
40561,Unclear
40567,NKT
40676,True NK
40699,True NK
40833,NKT
40874,Cytotoxic CD8 (mislabeled)
40936,NKT
40981,True NK
41023,True NK
41069,Unclear
41117,Unclear
41161,NKT
41179,True NK
41180,True NK
41203,NKT
41206,Cytotoxic CD8 (mislabeled)
41213,Unclear
41221,Cytotoxic CD8 (mislabeled)
41261,True NK
41317,NKT
41364,Cytotoxic CD8 (mislabeled)
41399,Cytotoxic CD8 (mislabeled)
41492,Cytotoxic CD8 (mislabeled)
41550,True NK
41563,NKT
41673,Unclear
41718,True NK
41695,Cytotoxic CD8 (mislabeled)
42161,True NK
42172,Unclear
42220,True NK
42247,True NK
42604,Unclear
42646,True NK
42684,True NK
42731,Cytotoxic CD8 (mislabeled)
42794,NKT
43038,True NK
43195,Cytotoxic CD8 (mislabeled)
42084,True NK
42085,NKT
42092,True NK
42097,True NK
42115,Unclear
42136,True NK
42155,True NK
42157,NKT
42170,Cytotoxic CD8 (mislabeled)
42213,NKT
42221,True NK
42227,Cytotoxic CD8 (mislabeled)
42256,True NK
42258,True NK
42290,True NK
42314,NKT
42315,NKT
42334,Unclear
42343,NKT
42350,True NK
42364,True NK
42377,True NK
42417,NKT
42419,NKT
42437,True NK
42459,True NK
42491,True NK
42494,True NK
42509,True NK
42510,True NK
42545,Unclear
42548,NKT
42557,True NK
42632,Cytotoxic CD8 (mislabeled)
42643,NKT
42667,True NK
42673,True NK
42683,NKT
42722,True NK
42737,True NK
