cell_id,0
19692,Unclear
19693,True NK
19696,True NK
19701,True NK
19707,Unclear
19709,Unclear
19713,True NK
19719,NKT
19727,True NK
19734,True NK
19748,Cytotoxic CD8 (mislabeled)
19749,Unclear
19756,True NK
19758,True NK
19760,True NK
19761,True NK
19764,Cytotoxic CD8 (mislabeled)
19767,True NK
19770,Cytotoxic CD8 (mislabeled)
19771,Unclear
19776,Cytotoxic CD8 (mislabeled)
19778,Unclear
19783,NKT
19812,Cytotoxic CD8 (mislabeled)
19828,True NK
19832,True NK
19841,True NK
19842,True NK
19847,Cytotoxic CD8 (mislabeled)
19848,True NK
19851,True NK
19860,NKT
19867,Cytotoxic CD8 (mislabeled)
19872,Unclear
19874,True NK
19885,Cytotoxic CD8 (mislabeled)
19886,Unclear
19891,Unclear
19894,Unclear
19905,NKT
19916,True NK
19930,True NK
19935,True NK
19940,Cytotoxic CD8 (mislabeled)
19944,Unclear
19951,Cytotoxic CD8 (mislabeled)
19962,Cytotoxic CD8 (mislabeled)
19973,True NK
19975,True NK
19988,Unclear
19991,Unclear
20003,Unclear
20016,NKT
20018,True NK
20021,True NK
20022,Unclear
20027,True NK
20033,Unclear
20038,Unclear
20039,Unclear
20049,True NK
20052,NKT
20053,True NK
20062,NKT
20066,Cytotoxic CD8 (mislabeled)
20072,Unclear
20090,True NK
20093,True NK
20100,NKT
20102,Unclear
20105,Cytotoxic CD8 (mislabeled)
20107,Cytotoxic CD8 (mislabeled)
20112,Cytotoxic CD8 (mislabeled)
20113,True NK
20118,True NK
20121,True NK
20123,True NK
20128,NKT
20131,Cytotoxic CD8 (mislabeled)
20140,Unclear
20144,True NK
20155,NKT
20159,Unclear
20162,Cytotoxic CD8 (mislabeled)
20174,Cytotoxic CD8 (mislabeled)
20200,NKT
20202,True NK
20203,NKT
20204,True NK
20228,NKT
20235,Cytotoxic CD8 (mislabeled)
20237,True NK
20240,True NK
20246,True NK
20257,Cytotoxic CD8 (mislabeled)
20263,True NK
20265,True NK
20270,Cytotoxic CD8 (mislabeled)
20278,Cytotoxic CD8 (mislabeled)
20279,Cytotoxic CD8 (mislabeled)
20287,Unclear
20301,Cytotoxic CD8 (mislabeled)
20315,True NK
20322,True NK
20333,True NK
20338,Unclear
20349,Cytotoxic CD8 (mislabeled)
20353,NKT
20354,Unclear
20363,Cytotoxic CD8 (mislabeled)
20365,Cytotoxic CD8 (mislabeled)
20367,Cytotoxic CD8 (mislabeled)
20378,Unclear
20382,True NK
20388,True NK
20389,NKT
20391,NKT
20395,True NK
20411,True NK
20440,Unclear
20441,NKT
20443,True NK
20451,True NK
20456,Cytotoxic CD8 (mislabeled)
20471,NKT
20473,True NK
20486,True NK
20513,Unclear
20522,True NK
20532,NKT
20545,Unclear
20550,NKT
20551,NKT
20564,True NK
20566,Unclear
20567,True NK
20572,Unclear
20582,True NK
20586,Unclear
20592,Unclear
20612,True NK
20620,Cytotoxic CD8 (mislabeled)
20635,True NK
20638,Unclear
20639,NKT
20649,Unclear
20663,Unclear
20667,True NK
20672,Cytotoxic CD8 (mislabeled)
20674,Unclear
20703,True NK
20708,True NK
20710,True NK
20720,Unclear
20722,Unclear
20728,Unclear
20731,Cytotoxic CD8 (mislabeled)
20734,NKT
20735,Unclear
20738,True NK
20739,True NK
20742,True NK
20743,NKT
20745,Unclear
20748,True NK
20754,Cytotoxic CD8 (mislabeled)
20759,True NK
20763,True NK
20765,True NK
20768,True NK
20769,Unclear
20771,True NK
20778,Cytotoxic CD8 (mislabeled)
20784,Cytotoxic CD8 (mislabeled)
20798,NKT
20801,Cytotoxic CD8 (mislabeled)
20807,True NK
20809,True NK
20833,True NK
20839,Unclear
20841,Unclear
20846,Unclear
20853,True NK
20858,Unclear
20861,Unclear
20871,True NK
20883,Cytotoxic CD8 (mislabeled)
20886,NKT
20887,Cytotoxic CD8 (mislabeled)
20892,True NK
20896,True NK
20903,Cytotoxic CD8 (mislabeled)
20904,Unclear
20909,Cytotoxic CD8 (mislabeled)
20911,True NK
20913,True NK
20915,Cytotoxic CD8 (mislabeled)
20917,True NK
20918,Cytotoxic CD8 (mislabeled)
20923,NKT
20925,True NK
20926,Unclear
20931,Cytotoxic CD8 (mislabeled)
20932,Cytotoxic CD8 (mislabeled)
20936,Cytotoxic CD8 (mislabeled)
18717,Unclear
19236,True NK
18475,Unclear
18683,Cytotoxic CD8 (mislabeled)
18768,True NK
18839,NKT
18847,Cytotoxic CD8 (mislabeled)
19165,True NK
19621,Unclear
19705,Unclear
19739,NKT
19768,Unclear
19810,Unclear
20025,True NK
20134,NKT
20328,NKT
20517,Unclear
20618,NKT
20828,Unclear
20882,Cytotoxic CD8 (mislabeled)
20930,Unclear
18527,True NK
18805,Unclear
19506,NKT
19814,True NK
20509,True NK
19541,Unclear
21714,NKT
22096,Cytotoxic CD8 (mislabeled)
20937,True NK
20939,Unclear
20942,Unclear
20952,True NK
20957,NKT
20959,Cytotoxic CD8 (mislabeled)
20960,NKT
20972,True NK
20975,True NK
20977,True NK
20978,Unclear
20979,True NK
20996,Cytotoxic CD8 (mislabeled)
21004,True NK
21006,Unclear
21007,Cytotoxic CD8 (mislabeled)
21008,Unclear
21011,Unclear
21021,True NK
21025,True NK
21027,NKT
21030,Unclear
21031,NKT
21035,True NK
21042,True NK
21043,Cytotoxic CD8 (mislabeled)
21045,True NK
21058,Unclear
21059,True NK
21068,NKT
21069,Unclear
21078,Cytotoxic CD8 (mislabeled)
21079,Cytotoxic CD8 (mislabeled)
21088,NKT
21105,True NK
21120,Unclear
21124,True NK
21130,True NK
21131,True NK
21134,NKT
21146,NKT
21155,True NK
21160,Unclear
21162,True NK
21170,Cytotoxic CD8 (mislabeled)
21173,Unclear
21180,Unclear
21181,True NK
21183,NKT
21185,Unclear
21191,True NK
21195,Unclear
21199,True NK
21222,Cytotoxic CD8 (mislabeled)
21237,NKT
21242,Cytotoxic CD8 (mislabeled)
21243,True NK
21244,Unclear
21251,Unclear
21253,True NK
21254,True NK
21269,Unclear
21280,True NK
21285,Cytotoxic CD8 (mislabeled)
21288,True NK
21295,Unclear
21299,Unclear
21302,True NK
21303,Unclear
21304,True NK
21307,True NK
21311,Unclear
21313,Cytotoxic CD8 (mislabeled)
21319,Cytotoxic CD8 (mislabeled)
21340,True NK
21370,True NK
21374,Cytotoxic CD8 (mislabeled)
21378,Unclear
21387,Cytotoxic CD8 (mislabeled)
21389,NKT
21404,True NK
21410,Cytotoxic CD8 (mislabeled)
21420,True NK
21421,True NK
21440,Cytotoxic CD8 (mislabeled)
21444,True NK
21449,NKT
21451,True NK
21459,Unclear
21468,True NK
21469,True NK
21480,True NK
21503,True NK
21512,Unclear
21517,NKT
21524,NKT
21529,NKT
21537,Unclear
21539,True NK
21560,True NK
21566,Unclear
21575,NKT
21581,True NK
21585,NKT
21588,Unclear
21593,Cytotoxic CD8 (mislabeled)
21606,Cytotoxic CD8 (mislabeled)
21607,True NK
21610,True NK
21621,True NK
21632,True NK
21635,True NK
21639,True NK
21642,Unclear
21645,Unclear
21649,Unclear
21654,NKT
21656,True NK
21657,True NK
21658,Cytotoxic CD8 (mislabeled)
21661,Unclear
21667,NKT
21669,Cytotoxic CD8 (mislabeled)
21688,NKT
21692,True NK
21709,True NK
21710,Unclear
21713,Cytotoxic CD8 (mislabeled)
21716,True NK
21721,Unclear
21723,True NK
21732,True NK
21736,True NK
21737,True NK
21740,Unclear
21762,NKT
21763,Unclear
21764,True NK
21775,True NK
21777,Unclear
21781,Unclear
21784,NKT
21790,NKT
21798,Cytotoxic CD8 (mislabeled)
21812,Unclear
21819,True NK
21838,Cytotoxic CD8 (mislabeled)
21843,Unclear
21844,NKT
21846,Unclear
21849,True NK
21858,True NK
21864,Unclear
21866,True NK
21881,True NK
21891,Cytotoxic CD8 (mislabeled)
21899,Unclear
21903,NKT
21906,True NK
21918,True NK
21924,Unclear
21928,True NK
21944,True NK
21952,True NK
21957,True NK
21961,True NK
21965,NKT
21967,True NK
21995,True NK
21997,Cytotoxic CD8 (mislabeled)
22000,True NK
22011,True NK
22012,True NK
22013,Unclear
22015,True NK
22016,Unclear
22028,True NK
22031,True NK
22032,NKT
22034,True NK
22035,Cytotoxic CD8 (mislabeled)
22036,Cytotoxic CD8 (mislabeled)
22037,True NK
22048,True NK
22053,Cytotoxic CD8 (mislabeled)
22058,NKT
22073,True NK
22076,Unclear
22084,Unclear
22098,True NK
22103,NKT
22110,NKT
22111,Cytotoxic CD8 (mislabeled)
22116,Cytotoxic CD8 (mislabeled)
22130,True NK
22132,NKT
22139,NKT
22148,Cytotoxic CD8 (mislabeled)
22164,True NK
22165,Cytotoxic CD8 (mislabeled)
22167,Unclear
22172,True NK
22176,NKT
22194,Unclear
22195,NKT
22197,Cytotoxic CD8 (mislabeled)
22210,True NK
22216,Unclear
22218,True NK
22222,True NK
22227,Unclear
22232,Unclear
22238,True NK
22251,NKT
22256,NKT
22267,True NK
22268,Cytotoxic CD8 (mislabeled)
22274,NKT
22281,NKT
22286,NKT
22292,Cytotoxic CD8 (mislabeled)
22321,NKT
22327,NKT
22331,NKT
22332,Cytotoxic CD8 (mislabeled)
22333,True NK
22341,NKT
22346,Unclear
22353,True NK
22356,True NK
22357,True NK
22369,True NK
22374,True NK
22376,Cytotoxic CD8 (mislabeled)
22379,Cytotoxic CD8 (mislabeled)
22381,Cytotoxic CD8 (mislabeled)
22390,Unclear
22397,NKT
22403,True NK
22405,Unclear
22406,True NK
22409,True NK
22410,True NK
22413,True NK
22415,Cytotoxic CD8 (mislabeled)
22421,True NK
22425,True NK
22443,True NK
22447,Unclear
22453,Cytotoxic CD8 (mislabeled)
22457,True NK
22458,NKT
22464,NKT
22466,True NK
22478,True NK
22479,True NK
22480,Cytotoxic CD8 (mislabeled)
22486,Unclear
22494,NKT
22503,True NK
22513,True NK
22514,Unclear
22518,Unclear
22519,True NK
22524,True NK
22525,Unclear
22532,True NK
22545,Unclear
22551,Cytotoxic CD8 (mislabeled)
22553,True NK
22556,Cytotoxic CD8 (mislabeled)
22557,Unclear
22560,NKT
22561,Unclear
22569,Unclear
22581,True NK
22586,Unclear
22590,True NK
22591,Unclear
22593,Cytotoxic CD8 (mislabeled)
22596,True NK
22614,Cytotoxic CD8 (mislabeled)
22615,True NK
22618,NKT
22627,True NK
22631,Cytotoxic CD8 (mislabeled)
22636,True NK
22641,Unclear
22642,NKT
22644,Cytotoxic CD8 (mislabeled)
22645,Cytotoxic CD8 (mislabeled)
22648,Unclear
22659,Unclear
22665,Cytotoxic CD8 (mislabeled)
22673,True NK
22680,Cytotoxic CD8 (mislabeled)
22681,Cytotoxic CD8 (mislabeled)
22695,Unclear
22698,True NK
22701,True NK
22721,True NK
22729,Unclear
22731,True NK
22732,True NK
22735,True NK
22739,True NK
22745,True NK
22746,Cytotoxic CD8 (mislabeled)
22752,Cytotoxic CD8 (mislabeled)
22753,True NK
22754,True NK
22755,True NK
22761,Cytotoxic CD8 (mislabeled)
22763,True NK
22764,Cytotoxic CD8 (mislabeled)
22769,NKT
22778,True NK
22782,Cytotoxic CD8 (mislabeled)
22787,True NK
22789,Unclear
22791,True NK
22793,Unclear
22795,Unclear
22798,True NK
22805,Unclear
22807,True NK
22812,Cytotoxic CD8 (mislabeled)
22815,NKT
22818,Unclear
22827,True NK
22828,NKT
22842,Cytotoxic CD8 (mislabeled)
22852,True NK
22854,Cytotoxic CD8 (mislabeled)
22857,True NK
22860,True NK
22861,Cytotoxic CD8 (mislabeled)
22872,NKT
22873,Unclear
22876,Unclear
22897,Unclear
22913,Unclear
22919,True NK
22932,True NK
22938,NKT
22946,True NK
22954,Unclear
22956,Cytotoxic CD8 (mislabeled)
22967,NKT
22973,Cytotoxic CD8 (mislabeled)
22974,True NK
22975,True NK
22989,Cytotoxic CD8 (mislabeled)
23003,Cytotoxic CD8 (mislabeled)
23005,True NK
23008,Cytotoxic CD8 (mislabeled)
23011,Unclear
23015,Cytotoxic CD8 (mislabeled)
23017,Cytotoxic CD8 (mislabeled)
23025,Unclear
23027,NKT
23029,True NK
23032,Cytotoxic CD8 (mislabeled)
23039,True NK
23043,Unclear
23053,NKT
23058,Cytotoxic CD8 (mislabeled)
23062,True NK
23068,True NK
23076,True NK
23094,Cytotoxic CD8 (mislabeled)
23101,NKT
23103,Unclear
23107,True NK
23110,True NK
23114,NKT
23128,Unclear
23129,True NK
23132,NKT
23133,True NK
23134,Cytotoxic CD8 (mislabeled)
23141,Unclear
23143,True NK
23146,NKT
23150,True NK
23155,True NK
23160,Unclear
23177,Cytotoxic CD8 (mislabeled)
22965,Cytotoxic CD8 (mislabeled)
21190,True NK
21373,Unclear
21406,True NK
21591,True NK
21680,Cytotoxic CD8 (mislabeled)
21848,Unclear
22137,Cytotoxic CD8 (mislabeled)
22259,Cytotoxic CD8 (mislabeled)
22282,Cytotoxic CD8 (mislabeled)
22350,NKT
23167,Cytotoxic CD8 (mislabeled)
21573,True NK
21603,Unclear
21773,True NK
22362,True NK
22583,True NK
22606,Unclear
22649,Unclear
22696,True NK
22709,Cytotoxic CD8 (mislabeled)
21139,Cytotoxic CD8 (mislabeled)
22942,Cytotoxic CD8 (mislabeled)
23427,Cytotoxic CD8 (mislabeled)
23502,True NK
24004,Cytotoxic CD8 (mislabeled)
24064,Cytotoxic CD8 (mislabeled)
24089,Cytotoxic CD8 (mislabeled)
24796,NKT
25232,Unclear
23188,Unclear
23193,Unclear
23208,Cytotoxic CD8 (mislabeled)
23214,True NK
23218,True NK
23235,Cytotoxic CD8 (mislabeled)
23238,True NK
23242,Cytotoxic CD8 (mislabeled)
23243,True NK
23246,Unclear
23248,Cytotoxic CD8 (mislabeled)
23254,NKT
23259,Unclear
23262,True NK
23264,True NK
23287,True NK
23289,NKT
23298,Cytotoxic CD8 (mislabeled)
23305,Cytotoxic CD8 (mislabeled)
23307,Cytotoxic CD8 (mislabeled)
23312,Unclear
23313,True NK
23321,Unclear
23334,Cytotoxic CD8 (mislabeled)
23349,Cytotoxic CD8 (mislabeled)
23351,True NK
23352,True NK
23361,True NK
23362,Unclear
23368,Unclear
23373,Unclear
23387,Unclear
23388,True NK
23389,Unclear
23391,Unclear
23395,True NK
23400,True NK
23403,Cytotoxic CD8 (mislabeled)
23415,Cytotoxic CD8 (mislabeled)
23417,NKT
23425,True NK
23431,NKT
23434,True NK
23438,True NK
23441,True NK
23448,True NK
23452,Cytotoxic CD8 (mislabeled)
23468,Unclear
23471,NKT
23479,Cytotoxic CD8 (mislabeled)
23491,True NK
23497,NKT
23499,Cytotoxic CD8 (mislabeled)
23501,Unclear
23505,Unclear
23520,True NK
23529,Cytotoxic CD8 (mislabeled)
23537,Cytotoxic CD8 (mislabeled)
23541,True NK
23547,True NK
23553,Unclear
23556,True NK
23562,Unclear
23581,NKT
23582,Unclear
23585,Cytotoxic CD8 (mislabeled)
23587,Cytotoxic CD8 (mislabeled)
23591,Cytotoxic CD8 (mislabeled)
23601,Unclear
23606,True NK
23612,NKT
23615,True NK
23620,Cytotoxic CD8 (mislabeled)
23626,Unclear
23639,Cytotoxic CD8 (mislabeled)
23644,Cytotoxic CD8 (mislabeled)
23647,Cytotoxic CD8 (mislabeled)
23652,Cytotoxic CD8 (mislabeled)
23653,NKT
23656,NKT
23657,True NK
23664,Unclear
23665,Cytotoxic CD8 (mislabeled)
23666,True NK
23672,True NK
23688,True NK
23696,True NK
23704,NKT
23710,True NK
23713,NKT
23715,True NK
23718,True NK
23729,Cytotoxic CD8 (mislabeled)
23731,True NK
23734,Unclear
23736,NKT
23747,Unclear
23753,True NK
23757,NKT
23759,Unclear
23775,True NK
23781,True NK
23784,Unclear
23787,NKT
23792,True NK
23795,True NK
23803,Unclear
23806,True NK
23809,True NK
23810,Unclear
23821,NKT
23832,True NK
23857,Unclear
23861,True NK
23863,True NK
23871,True NK
23873,True NK
23875,True NK
23885,Unclear
23886,NKT
23887,Unclear
23892,True NK
23895,Unclear
23903,Unclear
23904,True NK
23909,True NK
23933,Unclear
23943,NKT
23947,Cytotoxic CD8 (mislabeled)
23949,Cytotoxic CD8 (mislabeled)
23956,Cytotoxic CD8 (mislabeled)
23961,True NK
23966,Cytotoxic CD8 (mislabeled)
23967,True NK
23983,True NK
23988,Unclear
23994,Cytotoxic CD8 (mislabeled)
24001,Cytotoxic CD8 (mislabeled)
24002,Cytotoxic CD8 (mislabeled)
24009,Cytotoxic CD8 (mislabeled)
24015,Cytotoxic CD8 (mislabeled)
24020,Unclear
24034,Cytotoxic CD8 (mislabeled)
24037,Cytotoxic CD8 (mislabeled)
24040,Unclear
24041,True NK
24045,NKT
24074,Unclear
24085,Unclear
24090,Cytotoxic CD8 (mislabeled)
24091,Cytotoxic CD8 (mislabeled)
24101,True NK
24118,Unclear
24120,Unclear
24122,NKT
24128,True NK
24132,Unclear
24141,True NK
24142,True NK
24152,Unclear
24157,Cytotoxic CD8 (mislabeled)
24163,Cytotoxic CD8 (mislabeled)
24168,Cytotoxic CD8 (mislabeled)
24173,Cytotoxic CD8 (mislabeled)
24180,True NK
24183,Cytotoxic CD8 (mislabeled)
24190,Cytotoxic CD8 (mislabeled)
24199,NKT
24200,NKT
24203,Unclear
24204,NKT
24215,NKT
24230,NKT
24249,Cytotoxic CD8 (mislabeled)
24282,True NK
24286,True NK
24299,NKT
24301,Cytotoxic CD8 (mislabeled)
24304,Cytotoxic CD8 (mislabeled)
24316,True NK
24323,Unclear
24326,True NK
24331,NKT
24338,Unclear
24343,True NK
24353,Cytotoxic CD8 (mislabeled)
24356,Cytotoxic CD8 (mislabeled)
24365,Cytotoxic CD8 (mislabeled)
24376,NKT
24377,Cytotoxic CD8 (mislabeled)
24378,Unclear
24379,Cytotoxic CD8 (mislabeled)
24380,True NK
24383,Cytotoxic CD8 (mislabeled)
24387,True NK
24391,Unclear
24402,Cytotoxic CD8 (mislabeled)
24412,Cytotoxic CD8 (mislabeled)
24413,Cytotoxic CD8 (mislabeled)
24414,True NK
24415,Cytotoxic CD8 (mislabeled)
24418,True NK
24420,Unclear
24426,NKT
24428,True NK
24431,Unclear
24433,True NK
24434,True NK
24435,True NK
24438,Cytotoxic CD8 (mislabeled)
24455,Unclear
24461,NKT
24462,NKT
24480,Cytotoxic CD8 (mislabeled)
24481,True NK
24483,Unclear
24495,True NK
24496,Unclear
24497,True NK
24498,True NK
24510,True NK
24524,Unclear
24539,True NK
24541,True NK
24543,True NK
24554,True NK
24555,Cytotoxic CD8 (mislabeled)
24556,Unclear
24566,True NK
24590,True NK
24592,NKT
24602,True NK
24607,Unclear
24610,True NK
24611,True NK
24613,Unclear
24615,True NK
24628,NKT
24642,True NK
24649,Cytotoxic CD8 (mislabeled)
24654,True NK
24655,True NK
24657,True NK
24662,Cytotoxic CD8 (mislabeled)
24671,Cytotoxic CD8 (mislabeled)
24681,True NK
24687,Cytotoxic CD8 (mislabeled)
24693,Unclear
24696,Cytotoxic CD8 (mislabeled)
24705,NKT
24707,Unclear
24711,NKT
24712,True NK
24716,Cytotoxic CD8 (mislabeled)
24721,True NK
24724,True NK
24725,True NK
24729,Unclear
24746,True NK
24751,NKT
24763,Cytotoxic CD8 (mislabeled)
24768,Unclear
24780,True NK
24794,NKT
24804,Unclear
24815,True NK
24816,True NK
24822,NKT
24827,NKT
24850,Unclear
24874,True NK
24878,Unclear
24881,NKT
24888,True NK
24891,Unclear
24922,Unclear
24925,Unclear
24926,Unclear
24931,True NK
24937,Unclear
24941,True NK
24947,True NK
24950,Cytotoxic CD8 (mislabeled)
24962,Unclear
24968,Cytotoxic CD8 (mislabeled)
24970,Cytotoxic CD8 (mislabeled)
24971,True NK
24995,NKT
25000,NKT
25003,Unclear
25005,True NK
25009,True NK
25011,True NK
25017,Unclear
25022,True NK
25027,Cytotoxic CD8 (mislabeled)
25031,NKT
25036,True NK
25041,True NK
25054,NKT
25080,True NK
25086,NKT
25089,Unclear
25095,Cytotoxic CD8 (mislabeled)
25096,Unclear
25099,True NK
25108,Cytotoxic CD8 (mislabeled)
25110,True NK
25118,Cytotoxic CD8 (mislabeled)
25119,NKT
25124,True NK
25127,True NK
25135,Cytotoxic CD8 (mislabeled)
25145,Cytotoxic CD8 (mislabeled)
25153,True NK
25165,True NK
25169,Unclear
25171,Unclear
25172,Unclear
25173,True NK
25177,Unclear
25181,True NK
25185,Unclear
25210,True NK
25215,True NK
25218,Cytotoxic CD8 (mislabeled)
25219,NKT
25221,NKT
25242,True NK
25255,True NK
25257,Unclear
25261,Unclear
25263,Cytotoxic CD8 (mislabeled)
25266,Unclear
25286,True NK
25330,True NK
25333,True NK
25344,Unclear
25353,Cytotoxic CD8 (mislabeled)
25355,True NK
25360,Unclear
25362,Unclear
25368,Cytotoxic CD8 (mislabeled)
25390,Cytotoxic CD8 (mislabeled)
25400,Cytotoxic CD8 (mislabeled)
25408,Unclear
25415,Unclear
25417,True NK
25421,NKT
25430,NKT
25446,True NK
25450,True NK
25233,Unclear
24488,True NK
24490,Unclear
24906,Unclear
25249,True NK
25293,Unclear
23568,True NK
23616,Unclear
23630,Cytotoxic CD8 (mislabeled)
23953,True NK
24231,True NK
24504,Unclear
24545,NKT
24651,Cytotoxic CD8 (mislabeled)
24801,True NK
24830,True NK
25019,Unclear
25225,True NK
23187,True NK
23384,True NK
23693,Unclear
24055,Cytotoxic CD8 (mislabeled)
24617,Unclear
23876,Unclear
25618,Cytotoxic CD8 (mislabeled)
25661,NKT
26632,NKT
26752,Cytotoxic CD8 (mislabeled)
26868,NKT
27071,Cytotoxic CD8 (mislabeled)
27158,Cytotoxic CD8 (mislabeled)
25458,True NK
25485,True NK
25506,Cytotoxic CD8 (mislabeled)
25513,True NK
25514,Unclear
25517,True NK
25520,NKT
25521,True NK
25536,Cytotoxic CD8 (mislabeled)
25538,NKT
25552,True NK
25564,True NK
25570,True NK
25572,Unclear
25574,True NK
25579,Cytotoxic CD8 (mislabeled)
25581,True NK
25592,True NK
25594,Cytotoxic CD8 (mislabeled)
25599,Cytotoxic CD8 (mislabeled)
25600,NKT
25604,Cytotoxic CD8 (mislabeled)
25607,True NK
25627,True NK
25630,Unclear
25634,True NK
25648,NKT
25649,True NK
25654,NKT
25667,True NK
25676,True NK
25678,True NK
25682,True NK
25686,True NK
25687,Cytotoxic CD8 (mislabeled)
25692,Unclear
25696,True NK
25701,NKT
25702,Unclear
25726,Cytotoxic CD8 (mislabeled)
25731,Unclear
25751,Cytotoxic CD8 (mislabeled)
25757,True NK
25764,Unclear
25775,True NK
25777,Cytotoxic CD8 (mislabeled)
25779,NKT
25781,NKT
25784,Cytotoxic CD8 (mislabeled)
25791,NKT
25804,True NK
25807,Unclear
25809,Unclear
25810,Cytotoxic CD8 (mislabeled)
25816,NKT
25818,Unclear
25821,Unclear
25829,Cytotoxic CD8 (mislabeled)
25842,Unclear
25845,Cytotoxic CD8 (mislabeled)
25849,Unclear
25852,True NK
25853,True NK
25857,NKT
25869,Cytotoxic CD8 (mislabeled)
25878,True NK
25880,Unclear
25887,True NK
25908,Unclear
25914,Unclear
25917,Cytotoxic CD8 (mislabeled)
25924,True NK
25931,True NK
25932,True NK
25941,NKT
25943,NKT
25964,Cytotoxic CD8 (mislabeled)
25965,NKT
25968,True NK
25972,True NK
25975,True NK
25976,True NK
25977,True NK
25979,True NK
25994,True NK
26005,Unclear
26007,Unclear
26024,Unclear
26027,True NK
26035,True NK
26041,True NK
26042,True NK
26050,Unclear
26053,True NK
26055,Unclear
26058,True NK
26060,Unclear
26063,Unclear
26077,Unclear
26078,NKT
26083,Unclear
26088,Cytotoxic CD8 (mislabeled)
26092,True NK
26093,True NK
26098,Cytotoxic CD8 (mislabeled)
26100,True NK
26107,Unclear
26110,Unclear
26114,NKT
26117,True NK
26120,NKT
26122,True NK
26129,True NK
26135,Cytotoxic CD8 (mislabeled)
26140,Unclear
26144,Unclear
26166,Unclear
26168,Cytotoxic CD8 (mislabeled)
26176,Cytotoxic CD8 (mislabeled)
26181,Cytotoxic CD8 (mislabeled)
26184,Cytotoxic CD8 (mislabeled)
26187,Unclear
26189,True NK
26191,Cytotoxic CD8 (mislabeled)
26193,Cytotoxic CD8 (mislabeled)
26195,True NK
26200,Cytotoxic CD8 (mislabeled)
26207,Cytotoxic CD8 (mislabeled)
26216,True NK
26218,True NK
26223,True NK
26225,True NK
26229,NKT
26230,Cytotoxic CD8 (mislabeled)
26231,NKT
26236,Unclear
26240,Cytotoxic CD8 (mislabeled)
26241,True NK
26242,Unclear
26251,Unclear
26254,Unclear
26257,True NK
26259,NKT
26261,True NK
26266,Unclear
26275,NKT
26278,NKT
26283,NKT
26290,Unclear
26292,True NK
26293,Cytotoxic CD8 (mislabeled)
26304,True NK
26313,Unclear
26316,Unclear
26320,NKT
26330,True NK
26333,True NK
26336,Unclear
26342,True NK
26349,Unclear
26354,Unclear
26355,True NK
26357,Cytotoxic CD8 (mislabeled)
26363,NKT
26376,True NK
26379,Unclear
26386,True NK
26394,True NK
26398,Cytotoxic CD8 (mislabeled)
26402,Unclear
26406,True NK
26408,True NK
26413,True NK
26417,NKT
26426,Unclear
26430,Cytotoxic CD8 (mislabeled)
26434,NKT
26443,True NK
26451,Unclear
26459,True NK
26461,NKT
26465,True NK
26466,True NK
26468,Unclear
26471,NKT
26473,True NK
26474,True NK
26486,True NK
26488,True NK
26491,True NK
26501,True NK
26504,Cytotoxic CD8 (mislabeled)
26522,Unclear
26523,Unclear
26533,Cytotoxic CD8 (mislabeled)
26541,Cytotoxic CD8 (mislabeled)
26543,Unclear
26547,Unclear
26548,Cytotoxic CD8 (mislabeled)
26550,True NK
26554,True NK
26558,NKT
26561,True NK
26575,True NK
26582,True NK
26584,Cytotoxic CD8 (mislabeled)
26592,Unclear
26599,Cytotoxic CD8 (mislabeled)
26600,Unclear
26624,Unclear
26625,Cytotoxic CD8 (mislabeled)
26635,NKT
26637,NKT
26639,True NK
26653,True NK
26664,True NK
26666,Cytotoxic CD8 (mislabeled)
26673,True NK
26682,Cytotoxic CD8 (mislabeled)
26684,Unclear
26685,True NK
26694,True NK
26699,True NK
26700,True NK
26701,NKT
26705,Cytotoxic CD8 (mislabeled)
26706,NKT
26714,NKT
26717,True NK
26718,True NK
26721,Unclear
26735,True NK
26741,True NK
26750,NKT
26762,Unclear
26763,Cytotoxic CD8 (mislabeled)
26779,True NK
26789,True NK
26797,Unclear
26800,True NK
26802,Cytotoxic CD8 (mislabeled)
26813,Cytotoxic CD8 (mislabeled)
26817,Unclear
26839,True NK
26842,True NK
26844,Unclear
26846,Unclear
26859,Unclear
26882,True NK
26887,True NK
26896,NKT
26899,NKT
26901,Cytotoxic CD8 (mislabeled)
26904,True NK
26914,True NK
26917,Cytotoxic CD8 (mislabeled)
26919,True NK
26930,Cytotoxic CD8 (mislabeled)
26942,Unclear
26947,True NK
26972,Cytotoxic CD8 (mislabeled)
26973,True NK
26982,NKT
26984,True NK
26985,True NK
26986,Cytotoxic CD8 (mislabeled)
26993,True NK
27000,Cytotoxic CD8 (mislabeled)
27001,True NK
27010,Unclear
27017,Unclear
27021,True NK
27023,True NK
27027,True NK
27029,NKT
27033,Unclear
27035,Unclear
27039,Unclear
27042,True NK
27045,True NK
27047,True NK
27049,NKT
27051,True NK
27063,NKT
27081,True NK
27089,True NK
27092,Unclear
27095,True NK
27097,Cytotoxic CD8 (mislabeled)
27102,True NK
27105,Unclear
27111,Unclear
27113,True NK
27122,True NK
27131,Cytotoxic CD8 (mislabeled)
27137,True NK
27142,True NK
27147,True NK
27149,True NK
27172,True NK
27179,NKT
27182,True NK
27186,Unclear
27192,Cytotoxic CD8 (mislabeled)
27201,NKT
27212,True NK
27216,NKT
27221,True NK
27230,True NK
27237,Unclear
27244,True NK
27250,True NK
27254,Cytotoxic CD8 (mislabeled)
