group,names,scores,logfoldchanges,pvals,pvals_adj
0,RAMP2,127.78591,7.467949,0.0,0.0
0,SPARCL1,122.273026,5.7366753,0.0,0.0
0,GNG11,122.15479,5.808712,0.0,0.0
0,PECAM1,120.87953,6.012249,0.0,0.0
0,PLVAP,120.316,8.442326,0.0,0.0
0,ENG,119.01012,5.5181947,0.0,0.0
0,VWF,118.66864,9.129623,0.0,0.0
0,IFITM3,117.756096,3.7446826,0.0,0.0
0,IGFBP7,117.09059,5.7683477,0.0,0.0
0,A2M,115.46799,4.8680778,0.0,0.0
1,COL1A2,125.16995,7.7028184,0.0,0.0
1,DCN,122.42499,8.79014,0.0,0.0
1,COL1A1,120.744995,7.5663276,0.0,0.0
1,CTSK,120.28795,7.6447854,0.0,0.0
1,C1S,120.04062,6.2210393,0.0,0.0
1,COL6A2,119.46751,6.110214,0.0,0.0
1,LUM,118.923485,8.7563305,0.0,0.0
1,COL6A1,115.7731,6.2035146,0.0,0.0
1,COL3A1,115.148,7.551941,0.0,0.0
1,COL6A3,114.983345,7.286547,0.0,0.0
2,MYL9,111.30587,6.3412237,0.0,0.0
2,IGFBP7,110.86327,6.6391788,0.0,0.0
2,CALD1,110.10894,5.4116187,0.0,0.0
2,TPM2,104.76135,5.746288,0.0,0.0
2,TAGLN,103.85915,6.7173686,0.0,0.0
2,ACTA2,103.24386,6.470705,0.0,0.0
2,SPARCL1,100.50811,5.2546563,0.0,0.0
2,SOD3,96.381355,6.0271916,0.0,0.0
2,CAV1,94.435295,4.3586106,0.0,0.0
2,NDUFA4L2,94.11725,7.3733487,0.0,0.0
3,KRT14,51.875458,8.844156,0.0,0.0
3,KRT17,50.359753,8.306161,0.0,0.0
3,KRT5,49.985897,7.0604672,0.0,0.0
3,TAGLN,49.70988,6.466829,0.0,0.0
3,MT1X,49.33806,4.6933265,0.0,0.0
3,CSRP1,48.947792,4.470399,0.0,0.0
3,DST,48.806595,5.405188,0.0,0.0
3,MYLK,47.578648,6.238143,0.0,0.0
3,ACTA2,47.518463,5.886652,0.0,0.0
3,C2orf40,47.091755,6.360149,0.0,0.0
4,MS4A1,77.56546,9.127727,0.0,0.0
4,HLA-DRA,77.05809,4.8396263,0.0,0.0
4,CD37,74.98288,4.039985,0.0,0.0
4,CD74,73.8939,4.351476,0.0,0.0
4,CD79A,73.239365,6.392198,0.0,0.0
4,HLA-DPB1,69.67597,3.7927225,0.0,0.0
4,HLA-DPA1,68.963005,3.79027,0.0,0.0
4,HLA-DQB1,64.74383,3.7751276,0.0,0.0
4,HLA-DQA1,62.60512,3.8076735,0.0,0.0
4,RPS23,61.196552,1.0606675,0.0,0.0
5,B2M,87.46597,1.6415188,0.0,0.0
5,IL32,86.65202,3.3703644,0.0,0.0
5,CD2,84.58635,3.4560266,0.0,0.0
5,CD3D,80.84481,3.1749074,0.0,0.0
5,CD3E,79.53932,3.0551834,0.0,0.0
5,PTPRC,79.132065,2.7050867,0.0,0.0
5,SRGN,78.557495,2.7198956,0.0,0.0
5,RGS1,78.26055,3.1331947,0.0,0.0
5,TIGIT,76.62161,4.406939,0.0,0.0
5,DUSP4,75.555244,3.0366268,0.0,0.0
6,IL7R,122.34041,4.8320055,0.0,0.0
6,RPS27,114.83224,1.5045987,0.0,0.0
6,RPL30,110.77737,1.1398265,0.0,0.0
6,RPS25,108.31005,1.1815788,0.0,0.0
6,RPS12,108.18171,1.1353878,0.0,0.0
6,RPL32,107.60159,1.0961407,0.0,0.0
6,RPS3,104.62745,1.1083373,0.0,0.0
6,RPL11,102.811966,1.002703,0.0,0.0
6,RPL34,102.35396,1.18965,0.0,0.0
6,RPS27A,101.96398,1.0021659,0.0,0.0
7,HMGB2,49.30057,4.659228,0.0,0.0
7,STMN1,49.110516,4.7767277,0.0,0.0
7,HMGN2,47.223484,3.3376327,0.0,0.0
7,TUBB,47.140038,3.5404148,0.0,0.0
7,HMGB1,47.063168,2.457935,0.0,0.0
7,TUBA1B,47.05388,3.3040328,0.0,0.0
7,MKI67,44.950512,6.305944,0.0,0.0
7,H2AFZ,44.126358,2.6650932,0.0,0.0
7,PFN1,42.221428,2.211557,0.0,0.0
7,CENPF,40.25285,5.2045913,0.0,0.0
8,SSR4,86.03908,5.3293114,0.0,0.0
8,MZB1,86.000626,9.542062,0.0,0.0
8,SEC11C,80.06617,5.0083604,0.0,0.0
8,DERL3,79.38186,9.067595,0.0,0.0
8,FKBP11,79.09182,5.7874255,0.0,0.0
8,HSP90B1,77.466934,3.4592712,0.0,0.0
8,XBP1,77.305664,4.480787,0.0,0.0
8,HERPUD1,77.10285,4.0983114,0.0,0.0
8,ITM2C,75.17567,5.596969,0.0,0.0
8,CD79A,73.727516,6.7435203,0.0,0.0
9,CCL5,151.10088,6.0709743,0.0,0.0
9,NKG7,114.68683,5.161927,0.0,0.0
9,CD3E,113.23161,3.6247988,0.0,0.0
9,CD8A,108.46374,6.08957,0.0,0.0
9,CST7,105.14814,4.188447,0.0,0.0
9,CD69,103.94089,3.5312057,0.0,0.0
9,CD3D,103.35644,3.4256117,0.0,0.0
9,CD52,103.33461,3.138636,0.0,0.0
9,CCL4,103.05102,4.8849974,0.0,0.0
9,B2M,102.37965,1.5729324,0.0,0.0
10,NKG7,76.54978,5.637096,0.0,0.0
10,GNLY,71.55673,7.644269,0.0,0.0
10,KLRD1,69.031235,5.845115,0.0,0.0
10,CTSW,68.30698,4.800791,0.0,0.0
10,CCL5,63.78878,4.3015,0.0,0.0
10,CD7,61.98374,3.8520658,0.0,0.0
10,CST7,57.02886,3.6890106,0.0,0.0
10,SRGN,56.34212,2.743429,0.0,0.0
10,CD69,54.130997,3.226923,0.0,0.0
10,HCST,53.842567,2.8608289,0.0,0.0
11,STMN1,74.725494,4.001246,0.0,0.0
11,UBE2C,70.372986,6.1163373,0.0,0.0
11,BIRC5,69.17647,5.9470677,0.0,0.0
11,CKS1B,68.04585,3.676215,0.0,0.0
11,HMGB1,66.651566,1.9663582,0.0,0.0
11,TUBB,65.79583,2.7036037,0.0,0.0
11,CENPF,63.997486,5.1536922,0.0,0.0
11,TK1,63.42628,4.736461,0.0,0.0
11,H2AFZ,62.035038,2.1253405,0.0,0.0
11,CENPW,61.925606,4.215733,0.0,0.0
12,CRABP1,32.655506,7.623153,6.693330392381293e-234,1.830157329188817e-229
12,MARCKSL1,32.096222,3.8414216,4.977692427114824e-226,6.805252201730032e-222
12,UCHL1,32.026054,7.2159395,4.731783906168366e-225,4.3127055782120544e-221
12,LDHB,31.972273,4.0596123,2.64937376923956e-224,1.8110456743079324e-220
12,MLF2,31.27556,3.3644645,1.003257569281922e-214,4.572011952812599e-211
12,H3F3A,31.25596,2.0230854,1.852765701492682e-214,7.237167510844915e-211
12,TPI1,30.970835,2.671127,1.3320249719984005e-210,4.552694851169033e-207
12,STMN1,30.761236,4.2687507,8.651606651163175e-208,2.6284542295861633e-204
12,ATP5C1,30.55688,3.0363755,4.581519450632503e-205,1.2527248633864453e-201
12,MDK,30.528734,4.229369,1.083284385346019e-204,2.6927495407742e-201
13,KRT18,169.00531,4.643348,0.0,0.0
13,KRT19,163.25465,5.1998878,0.0,0.0
13,KRT8,158.39024,4.1657043,0.0,0.0
13,AZGP1,158.05246,4.7285457,0.0,0.0
13,SPINT2,155.55942,3.643722,0.0,0.0
13,CD24,146.34256,4.3518376,0.0,0.0
13,CLDN4,145.0953,4.1181145,0.0,0.0
13,ELF3,143.3936,4.2344823,0.0,0.0
13,TSTD1,143.21625,3.0792985,0.0,0.0
13,CLDN3,139.98817,4.419637,0.0,0.0
14,XBP1,13.109754,4.4420753,2.8953781025584925e-39,7.916832345825685e-35
14,CEBPD,12.483133,4.274654,9.228227787482498e-36,1.2616371619656697e-31
14,AZGP1,12.420945,4.947706,2.011716940897479e-35,1.8335458771653256e-31
14,SLC39A6,11.316741,3.5679152,1.0842858537022806e-29,7.411907024445365e-26
14,TACSTD2,11.240429,3.8452961,2.581242028802419e-29,1.4115780158708908e-25
14,MYO6,11.048746,3.584215,2.2229850186638782e-28,1.0130513227554404e-24
14,MGP,10.968627,4.6971245,5.408775555896318e-28,2.1127450003553288e-24
14,MAGED2,10.91858,3.4226453,9.395278271915245e-28,3.211188672362232e-24
14,KRT18,10.8592415,3.7318869,1.8024008880488987e-27,5.475894164657893e-24
14,RPL7,10.792836,2.141886,3.7212337797844936e-27,1.0174969524064742e-23
15,TACSTD2,84.7061,4.04523,0.0,0.0
15,KRT7,83.23752,3.7592614,0.0,0.0
15,SLPI,79.14925,4.2405844,0.0,0.0
15,PERP,73.666824,2.8589766,0.0,0.0
15,MGST1,73.646904,3.0718763,0.0,0.0
15,KRT15,73.39255,5.276551,0.0,0.0
15,CLDN4,71.9105,3.219281,0.0,0.0
15,CD24,71.11066,3.0284007,0.0,0.0
15,RARRES1,70.81062,4.7897134,0.0,0.0
15,SFRP1,70.406296,4.768703,0.0,0.0
16,STC2,7.9681797,6.0855346,1.6102890177969002e-15,3.491300777839201e-11
16,XBP1,7.9109797,4.8780007,2.5537071849023157e-15,3.491300777839201e-11
16,ANKRD30A,7.7880154,5.7011137,6.8069823160836515e-15,4.839353813056242e-11
16,MGP,7.7830534,6.4676023,7.0794774721957976e-15,4.839353813056242e-11
16,SOCS2,7.733044,5.8269486,1.0500480263542184e-14,5.742292636920679e-11
16,CFD,7.5685687,5.8906455,3.77358278049734e-14,1.4828806141936537e-10
16,AZGP1,7.554891,5.2315392,4.192100550132144e-14,1.4828806141936537e-10
16,SLC39A6,7.550419,4.5880265,4.338603998664825e-14,1.4828806141936537e-10
16,C1orf64,7.4948273,4.9220867,6.638568453230695e-14,1.7765958705403512e-10
16,MAGED2,7.480814,4.433662,7.386371368983803e-14,1.7765958705403512e-10
17,MIF,33.094563,3.1789975,3.558242699857516e-240,9.729303014220405e-236
17,HSPB1,32.566277,4.222197,1.231927285430573e-232,1.684229388276408e-228
17,ELF3,32.535755,5.1825666,3.330041265798708e-232,3.035110611024469e-228
17,ANKRD30A,32.444275,5.1499486,6.523156923116713e-231,4.459066993719507e-227
17,CYB5A,32.124462,3.7136102,2.0083976908429793e-226,1.0983123612143917e-222
17,ADIRF,30.90087,4.2633367,1.1627663979639238e-209,4.5419316599325097e-206
17,RHOB,30.44702,3.5594893,1.311836661980752e-203,3.985505538726634e-200
17,RP11-206M11.7,30.434929,5.5363097,1.8961982574092663e-203,5.184774895234157e-200
17,SRP9,29.779833,2.8388019,7.128590977505041e-195,1.771973300890185e-191
17,S100A13,29.596195,3.6821148,1.6725742751469783e-192,3.5179383388726022e-189
18,ESR1,31.46368,6.61774,2.72849596370972e-217,7.460526513571487e-213
18,GLUL,31.036402,4.8861637,1.7408591480182387e-211,2.380015584213135e-207
18,SLC39A6,30.650826,5.5751166,2.576656014104351e-206,1.7613376348413817e-202
18,STC2,30.28586,6.2541385,1.760087382316458e-201,9.625213858935782e-198
18,XBP1,29.995214,4.6721706,1.1330411179663563e-197,4.4258204697934395e-194
18,MUC1,29.922009,5.689505,1.0180273627510532e-196,3.4794902724627556e-193
18,FOXA1,29.665693,6.299284,2.1282530318131898e-193,6.4658691832075615e-190
18,ANKRD30A,29.569735,5.676931,3.662185922386059e-192,1.00135149675802e-188
18,CYP4X1,29.414673,6.4985423,3.565326063144751e-190,8.862428231324267e-187
18,MGP,29.336731,5.891328,3.528562150088648e-189,8.040122905822826e-186
19,TYROBP,148.38506,7.819663,0.0,0.0
19,FTL,145.0502,3.924824,0.0,0.0
19,AIF1,145.00095,8.210147,0.0,0.0
19,FCER1G,144.34871,7.2023253,0.0,0.0
19,HLA-DRA,140.56009,5.5747085,0.0,0.0
19,LYZ,137.92302,7.7654133,0.0,0.0
19,HLA-DPA1,137.34036,5.0257597,0.0,0.0
19,GPX1,136.51535,3.7602081,0.0,0.0
19,HLA-DPB1,134.67603,4.7970357,0.0,0.0
19,CD74,134.66109,4.80878,0.0,0.0
20,CD74,7.4139524,5.0501976,1.2259005857024252e-13,2.36888924581117e-09
20,MTRNR2L12,7.36795,3.6929555,1.732720802992481e-13,2.36888924581117e-09
20,PSAP,6.7728376,3.5647454,1.2628073827114949e-11,1.1509647421826802e-07
20,EGR1,6.6606426,3.7828476,2.726326020146579e-11,1.7788121769694765e-07
20,FTL,6.6346483,2.492647,3.252774342554724e-11,1.7788121769694765e-07
20,ACTB,6.479004,1.8380952,9.233012757856713e-11,4.2076377973012685e-07
20,HLA-DRB1,6.4518743,3.7911756,1.104752771086859e-10,4.315322145689712e-07
20,HLA-DPA1,6.3328485,4.020885,2.406758356411229e-10,8.22599921741903e-07
20,HLA-DRA,6.273778,4.2985787,3.5239083620284806e-10,1.0360104825721968e-06
20,HLA-DRB5,6.2624836,4.0932856,3.788942261537493e-10,1.0360104825721968e-06
21,HMGA1,9.069523,5.429424,1.1953972039516504e-19,1.6717076966275969e-15
21,SERPINE1,9.067056,7.6615105,1.2227683111784346e-19,1.6717076966275969e-15
21,ASPH,8.902227,5.15284,5.473705669242822e-19,4.988917803803549e-15
21,VIM,8.65267,3.947933,5.030827357159782e-18,3.438947810670498e-14
21,CXCL2,8.551413,5.5699444,1.2159164013174344e-17,6.649360432244521e-14
21,TUBA1B,8.447687,3.1025708,2.971309300745578e-17,1.354075170171439e-13
21,C1QB,8.374953,6.6023326,5.524564314838989e-17,2.157973743723464e-13
21,C1QC,8.345641,6.3023076,7.082859762520374e-17,2.2003968723991666e-13
21,CTSB,8.339099,4.3815103,7.485873965105246e-17,2.2003968723991666e-13
21,CAV1,8.330541,5.144546,8.047386433087688e-17,2.2003968723991666e-13
22,JCHAIN,29.173014,6.9200587,4.2665872998376647e-187,1.1666129653946127e-182
22,GZMB,28.852621,6.8893085,4.6973219759076674e-183,6.421943739362168e-179
22,PLAC8,28.827362,6.710145,9.741325543758852e-183,8.878568811433276e-179
22,IRF7,28.434591,5.108443,7.557318816026043e-178,5.1659942096650015e-174
22,SEC61B,27.691881,2.9906933,8.745330340474856e-169,4.78247134999208e-165
22,IRF8,27.606054,6.1358776,9.412719367068812e-168,4.2895330942293754e-164
22,LILRA4,27.250261,11.009512,1.6500375540034197e-163,6.445282405587929e-160
22,GPR183,26.843292,5.627371,1.010116543173863e-158,3.4524520800003667e-155
22,ALOX5AP,25.715012,4.220782,7.9417443104731296e-146,2.4127901631251865e-142
22,SERPINF1,25.103249,4.301442,4.58320050046707e-139,1.253184512842711e-135
23,C8orf4,12.0201235,5.704668,2.7855393869774214e-33,7.616500345812363e-29
23,XBP1,11.212182,3.6491246,3.55323432203795e-29,4.07994463140135e-25
23,SPINT2,11.191725,3.5544395,4.476404891271642e-29,4.07994463140135e-25
23,WFDC2,11.155382,5.2666054,6.740260305903954e-29,4.607473438608295e-25
23,EFHD1,10.836028,3.891805,2.3234181267850443e-27,1.2705844368136694e-23
23,TNFRSF12A,10.765171,4.3816576,5.026790480921288e-27,2.2907922019971795e-23
23,TM4SF1,10.662228,4.305819,1.528911338306838e-26,5.972146103331981e-23
23,CLDN4,10.57961,4.106515,3.7049881182351807e-26,1.2663186264613068e-22
23,KRT18,10.465264,3.8370981,1.2472771678744735e-25,3.7893666223546363e-22
23,ANKRD30A,9.943484,4.3436484,2.692418561597782e-23,7.361880072976816e-20
24,RPS20,22.772562,3.83836,8.578197402032936e-115,2.3455365156378656e-110
