Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
MSigDB_Hallmark_2020,p53 Pathway,0.0011588479760877232,0.01854156761740357,0,0,7.477678571428571,50.55156648703589,CYFIP2;LDHB;RPL36;RACK1;RPL18
MSigDB_Hallmark_2020,Myc Targets V1,0.02858968230627887,0.18668695037665886,0,0,3.2514285714285713,11.557883656756891,FBL;RPL34;RPS3;RACK1;RPL18
MSigDB_Hallmark_2020,Allograft Rejection,0.03500380319562354,0.18668695037665886,0,0,3.583107322743123,12.011645520736371,LCK;CD3G;LTB;ETS1
MSigDB_Hallmark_2020,KRAS Signaling Up,0.1461658459094905,0.5190892985721447,0,0,3.1626344086021505,6.081788255542325,IL7R;ETS1
MSigDB_Hallmark_2020,Bile Acid Metabolism,0.16297414382120332,0.5190892985721447,0,0,6.221354166666667,11.286555003641437,LCK
MSigDB_Hallmark_2020,Inflammatory Response,0.19465848696455426,0.5190892985721447,0,0,2.6062291434927696,4.265116419204584,LCK;IL7R
MSigDB_Hallmark_2020,IL-6/JAK/STAT3 Signaling,0.31911987425980987,0.6499729205056826,0,0,2.747685185185185,3.138374325087438,LTB
MSigDB_Hallmark_2020,Xenobiotic Metabolism,0.4152697360026663,0.6499729205056826,0,0,1.9432565789473684,1.7077863565344593,CYFIP2
MSigDB_Hallmark_2020,E2F Targets,0.4152697360026663,0.6499729205056826,0,0,1.9432565789473684,1.7077863565344593,TIPIN
MSigDB_Hallmark_2020,PI3K/AKT/mTOR  Signaling,0.4312756648418001,0.6499729205056826,0,0,1.84453125,1.5512651680970893,LCK
MSigDB_Hallmark_2020,Unfolded Protein Response,0.4468563828476568,0.6499729205056826,0,0,1.7552083333333333,1.4138519539252967,RPS14
MSigDB_Hallmark_2020,Hypoxia,0.5574530512998549,0.6973245645676653,0,0,1.2623922413793103,0.7377129808790158,ETS1
MSigDB_Hallmark_2020,IL-2/STAT5 Signaling,0.5873802412268575,0.6973245645676653,0,0,1.1597222222222223,0.6170683614122117,LTB
MSigDB_Hallmark_2020,TNF-alpha Signaling via NF-kB,0.6751573496154537,0.6973245645676653,0,0,0.906640625,0.35613705487818714,IL7R
MSigDB_Hallmark_2020,Complement,0.684206937917156,0.6973245645676653,0,0,0.883765243902439,0.33538437307646957,LCK
MSigDB_Hallmark_2020,Oxidative Phosphorylation,0.6973245645676653,0.6973245645676653,0,0,0.8514705882352941,0.30695882307554784,LDHB
KEGG_2021_Human,Ribosome,3.830464918824452e-15,1.762013862659248e-13,0,0,28.406417112299465,942.9734630878204,RPL30;RPS8;RPL34;RPL11;RPS4X;RPS14;RPS17;RPL36;RPS3;RPL35;RPLP2;RPL13;RPL18;RPS27A;RPS21;RPS13
KEGG_2021_Human,Coronavirus disease,5.03179926065681e-13,1.1573138299510664e-11,0,0,19.790609821910415,560.4270964874504,RPL30;RPS8;RPL34;RPL11;RPS4X;RPS14;RPS17;RPL36;RPS3;RPL35;RPLP2;RPL13;RPL18;RPS27A;RPS21;RPS13
KEGG_2021_Human,Primary immunodeficiency,0.01676600805349799,0.2570787901536358,0,0,11.851116625310175,48.45212621606922,LCK;IL7R
KEGG_2021_Human,Mitophagy,0.03187831217861491,0.36660059005407153,0,0,8.088285229202038,27.870850790998112,TOMM7;RPS27A
KEGG_2021_Human,NF-kappa B signaling pathway,0.0612386160377164,0.4199848457451995,0,0,5.467741935483871,15.271279148745807,LCK;LTB
