source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
T cells,NK cells,B2M,KLRD1,3.6920738,0.0,10.729496,1.361752583497205,1.5646207692559213,0.0922166,0.9750673,0.030471557935932675,2.8839570421810256e-07
CD8 T cells,NK cells,B2M,KLRD1,3.6403642,0.0,10.52384,1.2524285174118674,1.4698774542174484,0.09044906,0.974831,0.04490096794086606,1.1534451249670194e-06
Plasma cells,NK cells,B2M,KLRD1,3.6258183,0.0,10.465988,1.2216678443492535,1.4894922876399668,0.08995184,0.9747633,0.04146831671470168,2.594942005585013e-06
NK cells,NK cells,B2M,KLRD1,3.6226807,0.0,10.45351,1.2150286106334978,1.4382517206214738,0.0898446,0.97474855,0.05102812099896647,4.612678964624954e-06
Naive/memory T cells,NK cells,B2M,KLRD1,3.569697,0.0,10.242786,1.102978464604344,1.350717323011894,0.08803349,0.9744967,0.06289179882826706,7.206450776310485e-06
pDC,NK cells,B2M,KLRD1,3.4535208,0.0,9.780736,0.8573420350525188,1.186376871386285,0.08406231,0.9739168,0.06289179882826706,1.037605034029011e-05
Macrophages,NK cells,B2M,KLRD1,3.4179049,0.0,9.639086,0.7820326090592542,1.1448031336478772,0.082844876,0.97373086,0.06289179882826706,1.4121269807295532e-05
B cells,NK cells,B2M,KLRD1,3.361301,0.0,9.413964,0.6623428011574135,1.0505100279932957,0.08091003,0.97342694,0.06289179882826706,1.844190357655482e-05
CD8 T cells,NK cells,HLA-B,KLRD1,2.980433,0.0,7.8991957,1.274812399431036,1.6254598170252277,0.09615466,0.9710613,0.022836037452815938,0.00015216070648829534
T cells,NK cells,HLA-B,KLRD1,2.900612,0.0,7.5817366,1.1800233511090021,1.4928696801072734,0.09229032,0.9704793,0.03980005706220126,0.00019437374289717186
CD8 T cells,T cells,HLA-B,CD3D,2.8789861,0.0,7.0932436,0.4947733412067269,0.6669028985542207,0.04316904,0.9695102,0.10068767837266655,0.0002095880379602953
CD8 T cells,CD8 T cells,HLA-B,CD8A,2.8784704,0.0,7.0891466,0.8117146866425742,1.6644662238192902,0.09405973,0.9695017,0.06289179882826706,0.0002253735769946537
CD8 T cells,CD8 T cells,HLA-B,CD3D,2.8621764,0.0,6.959697,0.4804825537892899,0.7496081773156242,0.042356282,0.969228,0.10528980911011213,0.0002586577220972643
NK cells,NK cells,HLA-B,KLRD1,2.8601775,0.0,7.420922,1.1320029948709618,1.3999824197613386,0.09033277,0.9701707,0.06029487988054404,0.0002942244781581577
T cells,NK cells,B2M,KLRC1,3.272223,0.0,6.1988244,1.1459338403845252,1.3573150154619231,0.099569805,0.96745384,0.06289179882826706,0.0003721994467124646
T cells,T cells,HLA-B,CD3D,2.7991652,0.0,6.8081746,0.3999842928846929,0.5343127616362664,0.041434128,0.96889806,0.11337432621264926,0.00039311724123704077
T cells,CD8 T cells,HLA-B,CD8A,2.7986498,0.0,6.8042426,0.7169256383205401,1.531876086901336,0.09027958,0.96888936,0.06289179882826706,0.000414604253189621
Naive/memory T cells,NK cells,HLA-B,KLRD1,2.7981572,0.0,7.1742587,1.0583542856257409,1.2979945035839533,0.08733021,0.9696776,0.06289179882826706,0.00045928516282036866
pDC,Macrophages,APP,CD74,3.1283307,0.0,6.118919,1.8288669837324474,2.2548795672993256,0.11111678,0.9672489,0.0017518767298666082,0.0004824785893115944
CD8 T cells,NK cells,B2M,KLRC1,3.2205133,0.0,6.080009,1.0366097742991875,1.2625717004234502,0.09766131,0.96714777,0.06289179882826706,0.000506240469628849
Plasma cells,NK cells,B2M,KLRC1,3.2059674,0.0,6.046586,1.0058491012365736,1.2821865338459686,0.09712445,0.9670601,0.06289179882826706,0.0005305704736165043
T cells,CD8 T cells,HLA-B,CD3D,2.7823555,0.0,6.679995,0.3856935054672559,0.6170180403976699,0.040654033,0.9686104,0.12004611086318501,0.0005554684558069625
NK cells,NK cells,B2M,KLRC1,3.2028298,0.0,6.039377,0.9992098675208179,1.2309459668274756,0.09700866,0.9670411,0.06289179882826706,0.0005554684558069625
pDC,B cells,APP,CD74,3.0941734,0.0,6.0360365,1.809942827864915,1.6752768378199283,0.109611675,0.96703225,0.01802828076836602,0.0005809342096628694
B cells,NK cells,HLA-B,KLRD1,2.7656384,0.0,7.044926,1.0197326088006573,1.235120170444434,0.08575588,0.96940905,0.06289179882826706,0.0005809342096628694
NK cells,T cells,HLA-B,CD3D,2.7587306,0.0,6.663768,0.35196393664665265,0.44142550129033165,0.04055528,0.96857345,0.1210821015029381,0.0006069675286468703
NK cells,CD8 T cells,HLA-B,CD8A,2.758215,0.0,6.659919,0.6689052820825,1.4389888265554012,0.08836468,0.9685646,0.06289179882826706,0.0006335683460836935
pDC,pDC,APP,CD74,3.0877862,0.0,6.020538,1.8064035858107461,1.5538838787647005,0.10933022,0.96699125,0.03254300043475945,0.0006335683460836935
pDC,NK cells,HLA-B,KLRD1,2.7480273,0.0,6.974885,0.9988234075481259,1.1988800313585992,0.08490329,0.9692605,0.06289179882826706,0.0006607361786618183
Naive/memory T cells,NK cells,B2M,KLRC1,3.149846,0.0,5.917634,0.8871597214916639,1.1434115692178959,0.09505314,0.966715,0.06289179882826706,0.0006884709567548995
NK cells,CD8 T cells,HLA-B,CD3D,2.741921,0.0,6.538307,0.33767314922921565,0.5241307800517352,0.03979173,0.9682829,0.12593428320062902,0.0007456405233365137
CD8 T cells,Naive/memory T cells,HLA-B,CD3D,2.7414832,0.0,6.000841,0.3778647187944486,0.5029102877369191,0.036520742,0.9669389,0.15540428486972235,0.0007750748987503376
Plasma cells,CD8 T cells,HLA-C,CD8A,2.73923,0.0,6.5921555,0.917381657282083,1.8391654663385086,0.1006754,0.9684086,0.059894507613380894,0.0008050755510756742
Macrophages,NK cells,HLA-B,KLRD1,2.7160726,0.0,6.8477955,0.9608764244924545,1.1309335199423667,0.08335627,0.9689854,0.06289179882826706,0.0008984716950608827
pDC,NK cells,B2M,KLRC1,3.03367,0.0,5.65069,0.6415232919398389,0.9790711175922868,0.0907653,0.9659643,0.06289179882826706,0.0009635626013551786
Naive/memory T cells,T cells,HLA-B,CD3D,2.6967106,0.0,6.442271,0.27831522740143166,0.3394375851129463,0.03920726,0.96805483,0.1291763646020745,0.0009635626013551786
Naive/memory T cells,CD8 T cells,HLA-B,CD8A,2.6961946,0.0,6.4385505,0.595256572837279,1.3370009103780158,0.08542753,0.9680459,0.06289179882826706,0.0009969556531726938
Macrophages,NK cells,B2M,KLRC1,2.998054,0.0,5.568854,0.5662138659465743,0.937497379853879,0.08945079,0.96572363,0.06289179882826706,0.0010309132063391143
Naive/memory T cells,CD8 T cells,HLA-B,CD3D,2.6799006,0.0,6.320981,0.2640244399839947,0.42214286387434985,0.038469095,0.96775967,0.13404415140568643,0.0011361718420762829
B cells,T cells,HLA-B,CD3D,2.6641917,0.0,6.3261347,0.23969355057634814,0.2765632519734269,0.03850046,0.96777236,0.16752407690211382,0.0011723860242767938
B cells,NK cells,B2M,KLRC1,2.94145,0.0,5.438793,0.44652405804473355,0.8432042741992976,0.08736166,0.96533036,0.06289179882826706,0.0012091640401901537
B cells,CD8 T cells,HLA-B,CD8A,2.6636758,0.0,6.3224807,0.5566348960121954,1.2741265772384964,0.08388751,0.96776336,0.06289179882826706,0.0012091640401901537
T cells,Naive/memory T cells,HLA-B,CD3D,2.6616626,0.0,5.7596745,0.2830756704724146,0.37032015081896485,0.03505302,0.96627694,0.17452575485559335,0.0012465053006142416
B cells,CD8 T cells,HLA-B,CD3D,2.6473818,0.0,6.207031,0.22540276315891114,0.35926853073483045,0.037775602,0.96747464,0.19210693307233723,0.0014416558895778949
pDC,T cells,HLA-B,CD3D,2.6465807,0.0,6.26324,0.21878434932381668,0.24032311288759223,0.03811769,0.9676162,0.2044412598790301,0.0015236531532058129
pDC,CD8 T cells,HLA-B,CD8A,2.646065,0.0,6.259622,0.535725694759664,1.2378864381526617,0.08305349,0.96760714,0.06289179882826706,0.0015654944562208668
T cells,CD8 T cells,HLA-A,CD8A,2.6447208,0.0,6.2548246,0.8429056774820619,1.73491958510352,0.098491184,0.9675951,0.06289179882826706,0.001607897334775364
Macrophages,Macrophages,TXLNA,STX3,0.10582639,0.0,0.011198526,0.19922523686154975,0.10597004237868629,0.0657442,0.5581957,0.38979058102214853,0.00161088232438995
pDC,CD8 T cells,HLA-B,CD3D,2.629771,0.0,6.14532,0.20449356190637968,0.32302839164899577,0.037400037,0.96731704,0.23223414178602775,0.0017384735891144607
CD8 T cells,CD8 T cells,HLA-B,CD8B,2.6262035,0.0,5.084992,0.7321026918176583,1.3925761113770703,0.097656764,0.964187,0.06289179882826706,0.0018283283684768915
