,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
A1BG,35.687022198745126,-1.387686636742595,0.7073838028557826,-1.9617167245565401,0.04979547358626568,0.389563848423185
A2M,249.47510502167037,0.4709237950470135,2.3412660091137285,0.20114066202382477,0.840588587963952,0.9729251322219812
A4GALT,2.6011735137944783,1.0138467197710512,2.300830206789615,0.4406438670612238,0.6594708399586359,
AAAS,12.371812885808604,0.6248945925063284,1.032169422677716,0.6054186248660508,0.5449008789173894,
AACS,9.595728669328832,-0.22727155413698097,1.0241977893727858,-0.2219020158949582,0.8243901611965643,
AADAC,0.0,,,,,
AADAT,0.12825794332417026,-1.547957486592462,4.901653826742426,-0.31580310264815536,0.7521519629754362,
AAED1,26.004033247615787,0.4653455957588159,0.7657153218526012,0.6077266347928637,0.5433687947963318,0.8950849356976063
AAGAB,23.074650990763992,-0.46651575795010414,0.7377214237168428,-0.6323738784752513,0.5271425986443837,0.8907677978015474
AAK1,152.28479084719862,-1.4726055670436438,0.48715592460675755,-3.022862891860264,0.0025039566259879254,0.07486573076160982
AAMDC,9.383207398881876,1.7881162961236228,1.2581662707920438,1.4212082596984288,0.1552562241834699,
AAMP,35.51105811699688,0.521999639415955,0.6643085251720449,0.785778925960292,0.4319970148938279,0.8403919493734541
AAR2,15.623888506305002,-0.10930781778663815,0.8674038351847909,-0.12601721753207526,0.8997182956046534,
AARD,6.485050222375483,-1.3187601164160756,4.208251377570298,-0.3133748433957581,0.7539958944416557,
AARS,17.076608187791344,-0.009824726503641691,1.0119415530219396,-0.009708788491096465,0.9922536292552702,0.9997154795264691
AARS2,6.712492069156835,-0.21732029508725878,1.1976701579956348,-0.18145254236855657,0.8560123804406059,
AARSD1,4.131244453299507,-0.6300034962741589,1.5379947099874591,-0.40962656905321604,0.6820799037569412,
AASDH,6.019640958191727,0.05777693749407104,1.243700460118694,0.04645566946928445,0.9629470665508971,
AASDHPPT,18.240522355839413,-0.27038502412964166,0.8010153713907615,-0.3375528532744461,0.73570017633239,0.9463670600668773
AASS,0.521836988837132,-1.3548122772181734,4.397386995398806,-0.3080948478348114,0.7580101615115582,
AATF,39.81026081074883,-0.25004160914717444,0.677501470517662,-0.36906430469608265,0.71207979442185,0.940100434310407
AATK,2.9538974893401684,1.7129462700826519,2.0301517834169003,0.8437528090631886,0.39880755090215336,
ABAT,11.175861346347856,-0.642036541835017,0.9822627446396218,-0.653630146657523,0.5133501169911866,
ABC13-47656900H15.1,1.5214522708451725,3.6381377957605165,3.543470944562902,1.026715853658366,0.3045542819177708,
ABCA1,30.29782849019702,2.2603148445335886,1.1389387635039325,1.9845797833588128,0.04719124344541282,0.37764836975513544
ABCA10,0.6589001477017533,-0.6897656098071427,4.001754415899667,-0.1723658021258336,0.863149955718655,
ABCA12,0.0,,,,,
ABCA2,15.879234283930305,-0.92980414386219,0.8823856384009896,-1.0537389814584126,0.2920024366461924,
ABCA3,6.346947395112947,-2.8660367287116286,1.3215065463485343,-2.1687646849959226,0.030100553640584237,
ABCA5,8.41862922845914,-1.7732995772602387,1.1334347308144825,-1.5645361210926996,0.1176917170707971,
ABCA6,4.963795564066876,-0.8327907837578148,1.463663524051435,-0.5689769336142515,0.5693717937029519,
ABCA7,26.005854193710583,-1.2814458919306588,0.7329231027919961,-1.7484042828628554,0.08039404681692688,0.4745981173825186
ABCA8,2.7022220253480262,-4.159205007274574,2.4818414332307595,-1.675854448871978,0.09376670589369014,
ABCA9,1.1543214899175323,-4.164442188699597,3.774557417652203,-1.1032928441422158,0.2699000131598225,
ABCB1,4.203322974580362,-1.1306562722627795,1.6525351921195444,-0.684194973671089,0.49385205576781277,
ABCB10,11.90644755533068,0.14574008766339344,0.9608302467988813,0.15168141110143404,0.8794382193052873,
ABCB4,2.4263799891997477,-0.7762626322204388,1.919534362561935,-0.40440152953781366,0.6859174756253996,
ABCB5,0.8837793814798918,-0.7457887892657821,3.7923563605687836,-0.19665577766376563,0.8440969185329261,
ABCB7,15.067997661073315,0.055520167242825685,0.8558486148212741,0.06487148110232077,0.9482763275336501,
ABCB8,17.496969651127664,0.6039943537534936,0.8799013718260535,0.6864341539779942,0.49243937327330645,0.878785205018788
ABCB9,0.9176274516120471,-0.4172579925021132,2.920029837899286,-0.14289511260689547,0.8863730185369367,
ABCC1,26.716762796557127,-0.0228874334381603,0.7658650987416936,-0.029884418908452743,0.9761592322100181,0.9968539720201175
ABCC10,22.44296495755104,1.6030737038841332,0.8585328790114335,1.867224591013927,0.06187023091443797,0.4320988756437255
ABCC11,0.12825794332417026,-1.547957486592462,4.901653826742426,-0.31580310264815536,0.7521519629754362,
ABCC3,32.88713337818381,1.505861445198753,0.9526420899342078,1.5807210925382817,0.11394182341248356,0.5511929513986034
ABCC4,13.57131955717407,-1.4071656253810507,1.102956563881268,-1.2758123678318583,0.20202185450531662,
ABCC5,22.023974050838657,0.8618007461413701,0.9913177579714023,0.8693486414537038,0.38465646524992314,0.8158759346072529
ABCC6,0.9599464571898233,3.071935534708346,3.934361629927988,0.7807964350151952,0.43492223113970785,
ABCC8,0.12825794332417026,-1.547957486592462,4.901653826742426,-0.31580310264815536,0.7521519629754362,
ABCC9,0.0,,,,,
ABCD1,13.206148399890665,0.43398624818594594,1.0659115704447166,0.40715033049587723,0.683897579407088,
ABCD2,2.3570007484803703,-2.0403763194459485,1.992203482439988,-1.0241806810552103,0.30574994188814797,
ABCD3,27.112037859347783,-0.6434486426344793,0.7105467670325916,-0.9055683207477959,0.36516438278795194,0.8100716631414656
ABCD4,28.937367317330718,-0.37213617996408216,0.7580498579424175,-0.4909125383575365,0.6234883085520919,0.920950247752608
ABCE1,27.436911379617925,0.0847449104920725,0.7624508202962771,0.11114803504197408,0.9114989582331855,0.9851788435199554
ABCF1,36.00630422807392,-0.003535209631911602,0.677240646707747,-0.005220019869004066,0.9958350456543137,0.9997154795264691
ABCF2,22.144315110030494,0.7110944663552405,0.8218577064451502,0.8652282028612919,0.38691354872158845,0.8174013294952935
ABCF3,14.884046568733776,-0.6442296377333884,0.8888021474428217,-0.7248290742623715,0.4685568968383895,
ABCG1,31.372169092604743,0.5887237806513258,0.6903265063694219,0.8528193184230356,0.3937595091389491,0.8209866457300482
ABCG2,5.610060392878745,1.5333044174817265,1.8710735133393235,0.8194784472926576,0.4125134937146645,
ABHD1,0.2658254473262659,-0.21493367944335112,4.670246118845489,-0.04602191704116954,0.9632927811427904,
ABHD10,12.543281819463656,0.6831819955836403,0.960770458780421,0.7110772290510006,0.477036379809857,
ABHD11,16.6643647578402,-0.6442195104687756,0.9032831922572235,-0.7131977169407181,0.4757234188469476,0.8659721763111426
ABHD12,65.17391456094373,0.7176358532566686,0.8012775220728415,0.8956146072838802,0.3704586314267875,0.8101320660240693
ABHD13,16.24267090641216,0.007809227158318539,0.9059862565488052,0.008619586778354026,0.9931226499505523,0.9997154795264691
ABHD14A,12.529198711898472,-1.337968349829584,0.9528470510413471,-1.404179556800166,0.16026538783030708,
ABHD14B,53.73563705893356,-0.9747863012309056,0.6256669174000212,-1.5579955949751363,0.11923429234895686,0.5575339564528202
ABHD15,25.95839077961037,-0.3862321589429051,0.729692049326085,-0.5293084381275827,0.5965915029913784,0.9127935514256617
ABHD16A,11.318322244775084,3.1974476391655777,1.2768766017831734,2.50411639989354,0.012275764058387607,
ABHD17A,78.16830592133132,-0.9952993508735324,0.539042058433723,-1.8464224364338866,0.06483089195192669,0.438312395662672
ABHD17B,8.441098027448977,0.27053351778732354,1.2351013424864636,0.2190375060581626,0.8266208314741673,
ABHD17C,1.9222323529053071,1.6208116892231783,2.624660615455471,0.6175319123847601,0.5368839388642593,
ABHD18,16.919309506458525,-0.1454679274602465,0.8733847437391962,-0.16655652449052294,0.8677190041865371,0.9781392380172735
ABHD2,62.459282742636674,1.4371004221795203,0.8017025335757819,1.7925606593379644,0.07304320167266104,0.457814359147006
ABHD3,31.21659400399459,0.6293811182181499,0.6985250279389412,0.9010144132919526,0.3675806563122548,0.8101320660240693
ABHD4,10.489492494235488,0.3004456294034301,1.0719756053024547,0.28027282329681397,0.7792681994189733,
ABHD5,13.13218636931408,1.4155810243691855,1.0160285750005045,1.3932492246770545,0.16354443906539506,
ABHD6,10.894039072748935,0.9679681814033141,1.0709431337484856,0.9038464797054709,0.3660768117710923,
ABHD8,16.688176950199107,2.15247424069317,0.9542603414873928,2.2556467528956903,0.024092762742737864,0.2714905314013818
ABI1,61.72944424824933,0.5120169907039811,0.64353190033272,0.7956357570452329,0.42624377701214744,0.8382810934999901
ABI2,26.395118030118443,-1.0837959390451641,0.7107980840378434,-1.5247592296372343,0.1273191624207599,0.5704405068088624
ABI3,71.92853936026889,0.09322021341944223,0.59809390012887,0.15586217047081785,0.8761416644106654,0.9788400837559624
ABI3BP,0.2565158866483405,-2.1800675807713974,4.810558612870518,-0.4531838724381585,0.6504163445521131,
ABL1,22.307717790358772,-0.1391572223415718,0.7572183141736353,-0.18377424282643814,0.8541905632162735,0.9768741997836458
ABL2,34.98485569074068,1.3917153547544843,0.8098768722582834,1.7184283221643137,0.08571851806494843,0.48197580789765465
ABLIM1,24.166208766974858,-3.4046026059031553,0.8418786387133304,-4.044053916258663,5.253482967854566e-05,0.0058783709419256884
ABLIM2,0.9854025133381462,-0.29456393252357027,2.8807203239161345,-0.1022535683447158,0.9185554091493479,
ABLIM3,3.1362103213076726,-0.02655698280510453,1.9109170568125402,-0.013897506807230177,0.9889117508180336,
ABO,2.197995467591796,-3.0100259045683324,2.5811546924372273,-1.166154788547814,0.2435518683151573,
ABR,58.66835379485279,1.0400841503897544,0.6571776142185914,1.5826530421710316,0.11350056669327016,0.5504993265168647
ABRACL,76.3522274140964,0.6069719433784058,0.5503676852507677,1.102848077102941,0.2700931457727247,0.7533996992545542
ABT1,31.10472419047977,-0.36180228206698894,0.6795115035801254,-0.5324446755658591,0.594418049861026,0.9127935514256617
ABTB1,37.826294049111844,-0.9105785754000018,0.6894000850118263,-1.3208274776821087,0.1865588954934313,0.6581153957174253
