Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
MSigDB_Hallmark_2020,TNF-alpha Signaling via NF-kB,4.342906965993853e-05,0.000738294184218955,0,0,27.467799009200284,275.8970531269345,EGR3;NR4A3;KLF4;MCL1
MSigDB_Hallmark_2020,Estrogen Response Late,0.00033614927772335885,0.0021200972533790643,0,0,27.87142857142857,222.91443756831146,EGR3;HSPB8;KLF4
MSigDB_Hallmark_2020,Estrogen Response Early,0.00037413480941983485,0.0021200972533790643,0,0,26.837614678899083,211.7727826411315,EGR3;HSPB8;KLF4
