source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Epithelial (ambiguous),Cycling T cells,HLA-A,CD8A,1.2215712,0.0,0.95844805,0.4035817163653598,0.19038072443305465,0.011818777,0.91170514,0.25591949817576776,0.09847096183965709
Endothelial cells,Endothelial cells,TGFB1,ENG,1.2210727,0.0,0.84293747,1.0775769482229491,1.6001717279362007,0.041156404,0.9063977,0.05552975125771883,0.0985656570042999
Basal epithelial,Cycling epithelial,MIF,CD44_CD74,1.2209094,0.103,1.3049504,0.04095288665339367,-0.4212523274096518,0.005040282,0.92336255,1.0,0.09861302018111812
Epithelial (ambiguous),Epithelial (ambiguous),EFEMP2,PLSCR4,0.10265562,0.976,0.010295493,-0.03975234885728874,-0.13515342850393924,0.0048626806,0.51695096,1.0,0.09864859940761601
Epithelial (ambiguous),Luminal epithelial,HLA-A,ERBB2,1.2206094,0.0,0.95469266,0.2490880280384275,0.08936708614282407,0.016774489,0.911547,0.4650856626848167,0.0986603937533054
Endothelial cells,pDC,HLA-A,LILRB1,1.8327494,0.0,0.8412775,1.2546019076482118,0.9760970137198828,0.02852336,0.906314,0.05552975125771883,0.09870777772014006
Memory T cells,Basal epithelial,CD40LG,CD9,1.2202995,0.0,1.1719089,1.0550202234515738,1.0510181872705529,0.06697039,0.91947025,0.0200442480916601,0.09870777772014006
Plasma cells,T cells,MIF,CD44_CD74,1.220116,0.111,1.4512333,0.08259606410315969,0.09613803455487346,0.0056052892,0.9270383,1.0,0.09880257683486499
Basal epithelial,Cycling epithelial,LGALS8,ITGA3,0.102554165,1.0,0.010295582,-0.1266730872240171,-0.14931931335081117,0.004018964,0.51695204,1.0,0.09888769503551392
Basal epithelial,Macrophages,LGALS1,ITGB1,1.2198697,0.0,0.96073,0.10072067723824352,-0.11784912414537396,0.003759913,0.9118008,1.0,0.09889741751951975
Endothelial cells,Basal epithelial,SPARC,FGFR1,1.3152505,0.0,0.8406041,0.8030770002592572,0.8425729577776248,0.03886143,0.90628004,0.05552975125771883,0.09889741751951975
PVL,CAFs,HMGB1,SDC1,1.2699592,0.0,0.8405362,0.3724916047059732,0.5199692921497198,0.010203066,0.90627664,0.3077122452561898,0.09894485344876669
Endothelial cells,Cycling T cells,HSPG2,ITGB1,1.2194843,0.0,1.3270371,0.8601543321861538,1.24587464790309,0.03549483,0.9239543,0.05552975125771883,0.09894485344876669
pDC,Cycling T cells,HLA-DPA1,LAG3,1.4916397,0.0,0.8404982,1.2581113283398198,1.0460635111190502,0.035604656,0.9062747,0.05552975125771883,0.09899229976833117
Endothelial cells,CD8 T cells,HLA-DRB1,LAG3,1.4076529,0.0,0.84044564,1.0726562958360129,1.1557074309658966,0.031010766,0.90627205,0.05552975125771883,0.09903975647749153
CAFs,Luminal epithelial,COL6A2,SDC1,1.4597714,0.0,0.8402392,1.3893869530290497,1.9765778805944212,0.06354902,0.90626156,0.011874968743630268,0.09908722357552613
Epithelial (ambiguous),Endothelial cells,COL1A2,ITGA9_ITGB1,0.10345298,1.0,0.010320506,0.1525951844551523,-1.1838528589371595,0.008717525,0.51725394,1.0,0.09912676933116453
Cycling epithelial,Plasma cells,TIMP1,CD63,1.218982,1.0,1.3106852,-0.18551451849489933,-0.6862336376875495,0.0044092233,0.9235176,1.0,0.09913470106171332
CAFs,Epithelial (ambiguous),COL6A3,SDC1,1.3645812,0.0,0.8401357,1.6478924262191104,2.1217740136380177,0.105385326,0.9062563,0.0012994035110808818,0.09913470106171332
Endothelial cells,Macrophages,LAMB2,RPSA,1.2185919,0.998,0.8613418,0.041409966265241405,0.01279311588609744,0.009276186,0.9073099,1.0,0.09918218893533147
PVL,Plasma cells,MYL9,CD69,1.9264042,0.0,0.84000766,1.0616265571842785,1.5454734527294323,0.0063955784,0.9062498,0.22385591934633298,0.09918218893533147
CD8 T cells,NK cells,HLA-B,CD8A,1.7927924,0.0,0.839771,0.5582888721843,0.7120026838741573,0.009152168,0.9062379,0.3952364065645201,0.09927719584197406
CAFs,Luminal epithelial,C3,IFITM1,1.2183762,0.0,1.2411523,1.008079635921365,1.1134747156709266,0.026920965,0.9215701,0.05552975125771883,0.09932471487355522
Luminal epithelial,Endothelial cells,FADD,ABCA1,0.101878956,0.0,0.010320608,0.07362475325552764,0.0365718514818834,0.00730867,0.5172552,0.9563216687113755,0.09936583049206238
CAFs,Endothelial cells,LGALS3,MCAM,1.218229,0.0,0.9398023,0.6045224012775335,0.7328317363654033,0.028356247,0.91091114,0.05552975125771883,0.09937224428968072
Cycling epithelial,Cycling T cells,PKM,CD44,1.2180133,0.0,1.4810165,0.46010699478939354,0.5146630496839373,0.008183739,0.9277224,0.5078539312438917,0.09941978408962898
Epithelial (ambiguous),Basal epithelial,MDK,NCL,1.2178978,0.0,1.4820926,0.40646006425827785,0.3081307626883022,0.011046916,0.9277467,0.25234439418570564,0.09946733427267833
Epithelial (ambiguous),NK cells,HLA-E,KLRC1_KLRD1,1.217869,0.0,1.4828478,1.7174602709798987,0.8774306417690678,0.031226197,0.9277638,0.05552975125771883,0.09951489483810713
Cycling T cells,Endothelial cells,TGFB1,CAV1,1.2631412,0.0,0.8386961,0.7679350417255273,1.2783222748444294,0.019822024,0.9061835,0.05552975125771883,0.09951489483810713
Cycling epithelial,CD8 T cells,C1QB,C1QBP,0.14527246,1.0,0.01032687,-0.3282255969584848,-0.8177293987380767,0.0004962253,0.5173309,1.0,0.09960487851856843
Epithelial (ambiguous),CAFs,MIF,CD44_CD74,1.2177796,0.032,0.956481,-0.014731962766041357,-0.23079856645981345,0.0036943427,0.91162235,1.0,0.09961004711321646
NK cells,Cycling T cells,CCL5,CXCR3,1.3856966,0.0,0.8378163,1.5464777136418442,1.748334827023804,0.038342424,0.9061389,0.025942192238338876,0.09970525396658336
CAFs,CAFs,TIMP3,CD44,1.2175381,0.0,0.9562432,0.4135246657990015,0.6384799208752838,0.008626907,0.9116124,0.45215462183255584,0.09970525396658336
B cells,Macrophages,MIF,CD74_CXCR4,1.2171584,0.391,1.3065642,-0.03278100301600395,-0.7078219052503455,0.0025751307,0.9234063,1.0,0.09980048928332855
Epithelial (ambiguous),CAFs,LAMA5,DAG1,0.10477616,1.0,0.010334611,-0.08747760593390702,-0.10619046187637858,0.0058053555,0.51742446,1.0,0.09984392160592565
Endothelial cells,Cycling T cells,COPA,CD74,1.5851252,0.0,0.8370695,0.2817604135046462,-0.11966057097313387,0.0048945644,0.9061009,1.0,0.09984812250805354
Epithelial (ambiguous),Cycling epithelial,MDK,NCL,1.2166637,0.0,1.4791716,0.4050107544950149,0.3057425044440194,0.011025143,0.9276806,0.25360512019543957,0.10003875916579814
Macrophages,Epithelial (ambiguous),NUCB2,ERAP1,0.108782604,1.0,0.010364615,-0.2661813146960315,-0.47431439246938073,0.0011577165,0.5177864,1.0,0.10008294336428017
Epithelial (ambiguous),Epithelial (ambiguous),MDK,NCL,1.216605,0.0,1.4790326,0.4049419366788831,0.2678064886005679,0.011024107,0.92767745,0.2537699103046579,0.10008644426633719
CAFs,Macrophages,LGALS1,CD69,1.6586992,0.0,0.83509314,0.6464909320024905,0.4294808511370908,0.0031159758,0.9060003,0.48050759547134875,0.10008644426633719
CAFs,Basal epithelial,COL6A3,SDC1,1.3635112,0.0,0.8350522,1.6457069824751303,2.1196567651615688,0.10474767,0.9059982,0.001338029601246811,0.10013413973987415
Epithelial (ambiguous),Basal epithelial,MIF,EGFR,1.2165995,0.0,0.95189434,0.8798930525551446,0.5249935117236733,0.038134634,0.9114286,0.05552975125771883,0.10013413973987415
Basal epithelial,B cells,LGALS1,ITGB1,1.2165966,0.0,0.9479907,0.09698696343258253,0.021753442165280856,0.0037100562,0.9112626,1.0,0.10018184558568731
Macrophages,pDC,HLA-DQA2,CD4,1.216337,0.0,1.4534444,2.513660568217804,2.1243801513562834,0.10527725,0.9270898,0.0013138009746914599,0.10022956180305512
B cells,Macrophages,HLA-C,LILRB2,1.4313306,0.0,0.8347556,1.1950236135849384,0.51890056259481,0.047584083,0.90598315,0.05552975125771883,0.10027728839125581
